,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
670,CORnet_Z,transfer,classify,0.001,2,person,3,both,280,355,0.7887323943661971,,,
673,CORnet_Z,transfer,classify,0.001,2,person,4,both,170,211,0.8056872037914692,,,
669,CORnet_Z,transfer,classify,0.001,2,person,5,both,97,127,0.7637795275590551,,,
674,CORnet_Z,transfer,classify,0.001,2,person,6,both,70,84,0.8333333333333334,,,
671,CORnet_Z,transfer,classify,0.001,2,person,7,both,49,56,0.875,,,
679,CORnet_Z,transfer,classify,0.001,2,person,8,both,40,43,0.9302325581395348,,,
677,CORnet_Z,transfer,classify,0.001,2,person,9,both,18,27,0.6666666666666666,,,
737,CORnet_Z,transfer,classify,0.001,3,person,1,both,1147,1233,0.9302514193025142,,,
736,CORnet_Z,transfer,classify,0.001,3,person,2,both,528,655,0.8061068702290076,,,
739,CORnet_Z,transfer,classify,0.001,3,person,3,both,283,355,0.7971830985915493,,,
742,CORnet_Z,transfer,classify,0.001,3,person,4,both,167,211,0.7914691943127962,,,
738,CORnet_Z,transfer,classify,0.001,3,person,5,both,95,127,0.7480314960629921,,,
743,CORnet_Z,transfer,classify,0.001,3,person,6,both,68,84,0.8095238095238095,,,
740,CORnet_Z,transfer,classify,0.001,3,person,7,both,51,56,0.9107142857142856,,,
748,CORnet_Z,transfer,classify,0.001,3,person,8,both,40,43,0.9302325581395348,,,
746,CORnet_Z,transfer,classify,0.001,3,person,9,both,18,27,0.6666666666666666,,,
806,CORnet_Z,transfer,classify,0.001,4,person,1,both,1150,1233,0.9326845093268452,,,
805,CORnet_Z,transfer,classify,0.001,4,person,2,both,529,655,0.8076335877862595,,,
808,CORnet_Z,transfer,classify,0.001,4,person,3,both,282,355,0.7943661971830986,,,
811,CORnet_Z,transfer,classify,0.001,4,person,4,both,173,211,0.8199052132701422,,,
807,CORnet_Z,transfer,classify,0.001,4,person,5,both,95,127,0.7480314960629921,,,
812,CORnet_Z,transfer,classify,0.001,4,person,6,both,68,84,0.8095238095238095,,,
809,CORnet_Z,transfer,classify,0.001,4,person,7,both,49,56,0.875,,,
817,CORnet_Z,transfer,classify,0.001,4,person,8,both,41,43,0.9534883720930232,,,
815,CORnet_Z,transfer,classify,0.001,4,person,9,both,18,27,0.6666666666666666,,,
323,VGG16,transfer,classify,0.001,1,person,1,both,1194,1233,0.9683698296836984,,,
322,VGG16,transfer,classify,0.001,1,person,2,both,577,655,0.8809160305343512,,,
325,VGG16,transfer,classify,0.001,1,person,3,both,302,355,0.8507042253521127,,,
328,VGG16,transfer,classify,0.001,1,person,4,both,191,211,0.90521327014218,,,
324,VGG16,transfer,classify,0.001,1,person,5,both,101,127,0.7952755905511811,,,
329,VGG16,transfer,classify,0.001,1,person,6,both,70,84,0.8333333333333334,,,
326,VGG16,transfer,classify,0.001,1,person,7,both,50,56,0.8928571428571429,,,
334,VGG16,transfer,classify,0.001,1,person,8,both,41,43,0.9534883720930232,,,
332,VGG16,transfer,classify,0.001,1,person,9,both,17,27,0.6296296296296297,,,
392,VGG16,transfer,classify,0.001,2,person,1,both,1182,1233,0.9586374695863747,,,
391,VGG16,transfer,classify,0.001,2,person,2,both,586,655,0.8946564885496183,,,
394,VGG16,transfer,classify,0.001,2,person,3,both,305,355,0.8591549295774648,,,
397,VGG16,transfer,classify,0.001,2,person,4,both,194,211,0.919431279620853,,,
393,VGG16,transfer,classify,0.001,2,person,5,both,103,127,0.8110236220472441,,,
398,VGG16,transfer,classify,0.001,2,person,6,both,73,84,0.8690476190476191,,,
395,VGG16,transfer,classify,0.001,2,person,7,both,49,56,0.875,,,
403,VGG16,transfer,classify,0.001,2,person,8,both,42,43,0.9767441860465116,,,
401,VGG16,transfer,classify,0.001,2,person,9,both,18,27,0.6666666666666666,,,
461,VGG16,transfer,classify,0.001,3,person,1,both,1196,1233,0.9699918896999188,,,
460,VGG16,transfer,classify,0.001,3,person,2,both,578,655,0.8824427480916031,,,
463,VGG16,transfer,classify,0.001,3,person,3,both,303,355,0.8535211267605634,,,
466,VGG16,transfer,classify,0.001,3,person,4,both,193,211,0.914691943127962,,,
462,VGG16,transfer,classify,0.001,3,person,5,both,100,127,0.7874015748031497,,,
467,VGG16,transfer,classify,0.001,3,person,6,both,73,84,0.8690476190476191,,,
464,VGG16,transfer,classify,0.001,3,person,7,both,49,56,0.875,,,
472,VGG16,transfer,classify,0.001,3,person,8,both,42,43,0.9767441860465116,,,
470,VGG16,transfer,classify,0.001,3,person,9,both,18,27,0.6666666666666666,,,
530,VGG16,transfer,classify,0.001,4,person,1,both,1194,1233,0.9683698296836984,,,
529,VGG16,transfer,classify,0.001,4,person,2,both,580,655,0.8854961832061069,,,
532,VGG16,transfer,classify,0.001,4,person,3,both,300,355,0.8450704225352113,,,
535,VGG16,transfer,classify,0.001,4,person,4,both,189,211,0.8957345971563981,,,
531,VGG16,transfer,classify,0.001,4,person,5,both,101,127,0.7952755905511811,,,
536,VGG16,transfer,classify,0.001,4,person,6,both,70,84,0.8333333333333334,,,
533,VGG16,transfer,classify,0.001,4,person,7,both,51,56,0.9107142857142856,,,
541,VGG16,transfer,classify,0.001,4,person,8,both,42,43,0.9767441860465116,,,
539,VGG16,transfer,classify,0.001,4,person,9,both,18,27,0.6666666666666666,,,
47,alexnet,transfer,classify,0.001,1,person,1,both,1173,1233,0.951338199513382,,,
46,alexnet,transfer,classify,0.001,1,person,2,both,552,655,0.8427480916030534,,,
49,alexnet,transfer,classify,0.001,1,person,3,both,295,355,0.8309859154929577,,,
52,alexnet,transfer,classify,0.001,1,person,4,both,180,211,0.8530805687203792,,,
48,alexnet,transfer,classify,0.001,1,person,5,both,100,127,0.7874015748031497,,,
53,alexnet,transfer,classify,0.001,1,person,6,both,68,84,0.8095238095238095,,,
50,alexnet,transfer,classify,0.001,1,person,7,both,48,56,0.8571428571428571,,,
58,alexnet,transfer,classify,0.001,1,person,8,both,38,43,0.8837209302325582,,,
56,alexnet,transfer,classify,0.001,1,person,9,both,18,27,0.6666666666666666,,,
116,alexnet,transfer,classify,0.001,2,person,1,both,1166,1233,0.94566098945661,,,
115,alexnet,transfer,classify,0.001,2,person,2,both,560,655,0.8549618320610687,,,
118,alexnet,transfer,classify,0.001,2,person,3,both,296,355,0.8338028169014085,,,
121,alexnet,transfer,classify,0.001,2,person,4,both,175,211,0.8293838862559242,,,
117,alexnet,transfer,classify,0.001,2,person,5,both,98,127,0.7716535433070866,,,
122,alexnet,transfer,classify,0.001,2,person,6,both,72,84,0.8571428571428571,,,
119,alexnet,transfer,classify,0.001,2,person,7,both,50,56,0.8928571428571429,,,
127,alexnet,transfer,classify,0.001,2,person,8,both,39,43,0.9069767441860463,,,
125,alexnet,transfer,classify,0.001,2,person,9,both,18,27,0.6666666666666666,,,
185,alexnet,transfer,classify,0.001,3,person,1,both,1177,1233,0.9545823195458232,,,
184,alexnet,transfer,classify,0.001,3,person,2,both,556,655,0.8488549618320611,,,
187,alexnet,transfer,classify,0.001,3,person,3,both,296,355,0.8338028169014085,,,
190,alexnet,transfer,classify,0.001,3,person,4,both,176,211,0.8341232227488151,,,
186,alexnet,transfer,classify,0.001,3,person,5,both,95,127,0.7480314960629921,,,
191,alexnet,transfer,classify,0.001,3,person,6,both,69,84,0.8214285714285714,,,
188,alexnet,transfer,classify,0.001,3,person,7,both,47,56,0.8392857142857143,,,
196,alexnet,transfer,classify,0.001,3,person,8,both,40,43,0.9302325581395348,,,
194,alexnet,transfer,classify,0.001,3,person,9,both,18,27,0.6666666666666666,,,
254,alexnet,transfer,classify,0.001,4,person,1,both,1166,1233,0.94566098945661,,,
253,alexnet,transfer,classify,0.001,4,person,2,both,555,655,0.8473282442748091,,,
256,alexnet,transfer,classify,0.001,4,person,3,both,289,355,0.8140845070422535,,,
259,alexnet,transfer,classify,0.001,4,person,4,both,174,211,0.8246445497630331,,,
255,alexnet,transfer,classify,0.001,4,person,5,both,98,127,0.7716535433070866,,,
260,alexnet,transfer,classify,0.001,4,person,6,both,69,84,0.8214285714285714,,,
257,alexnet,transfer,classify,0.001,4,person,7,both,50,56,0.8928571428571429,,,
265,alexnet,transfer,classify,0.001,4,person,8,both,38,43,0.8837209302325582,,,
263,alexnet,transfer,classify,0.001,4,person,9,both,17,27,0.6296296296296297,,,
