net_name,stimulus,set_size_1_acc,set_size_8_acc,acc_diff
VGG16,2_v_5,0.9898966165413534,0.643796992481203,0.3460996240601504
VGG16,RVvGV,1.0,0.9953007518796992,0.0046992481203007586
VGG16,RVvRHGV,1.0,0.9593515037593985,0.04064849624060152
alexnet,2_v_5,0.669172932330827,0.5549812030075189,0.11419172932330812
alexnet,RVvGV,1.0,0.9920112781954887,0.007988721804511267
alexnet,RVvRHGV,0.99953007518797,0.6524906015037594,0.3470394736842106
