net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,3,2_v_5,4,present,121,266,0.4548872180451128,,,
alexnet,transfer,classify,0.001,3,2_v_5,8,present,129,266,0.4849624060150376,,,
alexnet,transfer,classify,0.001,3,2_v_5,1,absent,218,266,0.8195488721804511,,,
alexnet,transfer,classify,0.001,3,2_v_5,2,absent,188,266,0.706766917293233,,,
alexnet,transfer,classify,0.001,3,2_v_5,4,absent,177,266,0.6654135338345865,,,
alexnet,transfer,classify,0.001,3,2_v_5,8,absent,162,266,0.6090225563909775,,,
alexnet,transfer,classify,0.001,3,2_v_5,1,both,347,532,0.6522556390977443,,,
alexnet,transfer,classify,0.001,3,2_v_5,2,both,312,532,0.5864661654135338,,,
alexnet,transfer,classify,0.001,3,2_v_5,4,both,298,532,0.5601503759398496,,,
alexnet,transfer,classify,0.001,3,2_v_5,8,both,291,532,0.5469924812030075,,,
alexnet,transfer,classify,0.001,4,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,2,present,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,4,RVvGV,4,present,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,4,RVvGV,8,present,258,266,0.9699248120300752,,,
alexnet,transfer,classify,0.001,4,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,2,both,531,532,0.9981203007518797,,,
alexnet,transfer,classify,0.001,4,RVvGV,4,both,528,532,0.9924812030075187,,,
alexnet,transfer,classify,0.001,4,RVvGV,8,both,524,532,0.9849624060150376,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,2,present,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,4,present,214,266,0.8045112781954887,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,8,present,110,266,0.41353383458646614,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,2,absent,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,4,absent,258,266,0.9699248120300752,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,8,absent,237,266,0.8909774436090225,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,1,both,532,532,1.0,,,
