stimulus,acc_diff,set_size_1_acc
RVvGV,0.02265624999999999,1.0
Bx_v_RxRo,0.17187499999999994,0.99921875
RVvRHGV,0.185546875,0.998828125
YT_v_BTBL,0.005468750000000022,0.997265625
TvT,0.18085937500000004,0.9964843750000001
YT_v_BTYL,0.19335937499999994,0.985546875
PWVvPWHCV,0.22968750000000004,0.974609375
PWVvCV,0.24257812499999998,0.958984375
Bx_v_RxBo,0.21015625,0.875
2_v_5,0.20664062500000002,0.736328125
