net_name,net_number,stimulus,set_size_1_acc,set_size_8_acc,acc_diff
alexnet,4,Bx_v_RxRo,1.0,0.98125,-0.018750000000000044
alexnet,4,TvT,1.0,0.65,-0.35
alexnet,5,RVvGV,1.0,0.975,-0.025000000000000022
alexnet,5,RVvRHGV,1.0,0.825,-0.17500000000000004
alexnet,5,PWVvCV,0.99375,0.65625,-0.3375
alexnet,5,PWVvPWHCV,0.98125,0.61875,-0.36249999999999993
alexnet,5,2_v_5,0.75625,0.55625,-0.19999999999999996
alexnet,5,YT_v_BTYL,0.93125,0.68125,-0.25
alexnet,5,YT_v_BTBL,1.0,0.9625,-0.03749999999999998
alexnet,5,Bx_v_RxBo,1.0,0.95,-0.050000000000000044
alexnet,5,Bx_v_RxRo,1.0,0.9875,-0.012499999999999956
alexnet,5,TvT,1.0,0.64375,-0.35624999999999996
alexnet,6,RVvGV,1.0,0.95625,-0.043749999999999956
alexnet,6,RVvRHGV,1.0,0.7625,-0.23750000000000004
alexnet,6,PWVvCV,0.96875,0.6875,-0.28125
alexnet,6,PWVvPWHCV,0.98125,0.5875,-0.39374999999999993
alexnet,6,2_v_5,0.5375,0.59375,0.05625000000000002
alexnet,6,YT_v_BTYL,0.9,0.66875,-0.23125000000000007
alexnet,6,YT_v_BTBL,1.0,0.94375,-0.05625000000000002
alexnet,6,Bx_v_RxBo,1.0,0.9,-0.09999999999999998
alexnet,6,Bx_v_RxRo,1.0,0.98125,-0.018750000000000044
alexnet,6,TvT,0.9875,0.60625,-0.3812500000000001
alexnet,7,RVvGV,1.0,0.84375,-0.15625
alexnet,7,RVvRHGV,1.0,0.75,-0.25
alexnet,7,PWVvCV,0.9625,0.625,-0.3375
alexnet,7,PWVvPWHCV,0.975,0.61875,-0.35624999999999996
alexnet,7,2_v_5,0.68125,0.58125,-0.09999999999999998
alexnet,7,YT_v_BTYL,0.9,0.68125,-0.21875
alexnet,7,YT_v_BTBL,1.0,0.95,-0.050000000000000044
alexnet,7,Bx_v_RxBo,1.0,0.9125,-0.08750000000000002
alexnet,7,Bx_v_RxRo,1.0,0.975,-0.025000000000000022
alexnet,7,TvT,0.96875,0.6125,-0.35624999999999996
alexnet,8,RVvGV,1.0,0.95,-0.050000000000000044
alexnet,8,RVvRHGV,1.0,0.7625,-0.23750000000000004
alexnet,8,PWVvCV,0.99375,0.6625,-0.33125000000000004
alexnet,8,PWVvPWHCV,0.99375,0.65625,-0.3375
alexnet,8,2_v_5,0.74375,0.61875,-0.125
alexnet,8,YT_v_BTYL,0.96875,0.70625,-0.26249999999999996
alexnet,8,YT_v_BTBL,1.0,0.9625,-0.03749999999999998
alexnet,8,Bx_v_RxBo,1.0,0.925,-0.07499999999999996
alexnet,8,Bx_v_RxRo,1.0,0.99375,-0.006249999999999978
alexnet,8,TvT,1.0,0.6875,-0.3125
VGG16,1,RVvGV,1.0,0.66875,-0.33125000000000004
VGG16,1,RVvRHGV,1.0,0.7,-0.30000000000000004
VGG16,1,PWVvCV,0.9875,0.63125,-0.35625000000000007
VGG16,1,PWVvPWHCV,1.0,0.65625,-0.34375
VGG16,1,2_v_5,0.8875,0.68125,-0.20624999999999993
VGG16,1,YT_v_BTYL,1.0,0.8375,-0.16249999999999998
VGG16,1,YT_v_BTBL,1.0,0.90625,-0.09375
VGG16,1,Bx_v_RxBo,1.0,0.925,-0.07499999999999996
VGG16,1,Bx_v_RxRo,1.0,0.9125,-0.08750000000000002
VGG16,1,TvT,1.0,0.76875,-0.23124999999999996
VGG16,2,RVvGV,1.0,0.775,-0.22499999999999998
VGG16,2,RVvRHGV,1.0,0.74375,-0.25625
VGG16,2,PWVvCV,0.99375,0.65625,-0.3375
VGG16,2,PWVvPWHCV,0.99375,0.7,-0.29375000000000007
VGG16,2,2_v_5,0.975,0.7,-0.275
VGG16,2,YT_v_BTYL,1.0,0.875,-0.125
VGG16,2,YT_v_BTBL,1.0,0.925,-0.07499999999999996
VGG16,2,Bx_v_RxBo,1.0,0.89375,-0.10624999999999996
VGG16,2,Bx_v_RxRo,1.0,0.90625,-0.09375
VGG16,2,TvT,1.0,0.775,-0.22499999999999998
VGG16,3,RVvGV,1.0,0.75,-0.25
VGG16,3,RVvRHGV,1.0,0.7625,-0.23750000000000004
VGG16,3,PWVvCV,1.0,0.66875,-0.33125000000000004
VGG16,3,PWVvPWHCV,1.0,0.68125,-0.31875
VGG16,3,2_v_5,0.96875,0.68125,-0.2875
VGG16,3,YT_v_BTYL,1.0,0.85625,-0.14375000000000004
VGG16,3,YT_v_BTBL,1.0,0.925,-0.07499999999999996
VGG16,3,Bx_v_RxBo,1.0,0.95,-0.050000000000000044
VGG16,3,Bx_v_RxRo,1.0,0.925,-0.07499999999999996
VGG16,3,TvT,1.0,0.80625,-0.19374999999999998
VGG16,4,RVvGV,1.0,0.7375,-0.26249999999999996
VGG16,4,RVvRHGV,1.0,0.7,-0.30000000000000004
VGG16,4,PWVvCV,0.975,0.6125,-0.36249999999999993
VGG16,4,PWVvPWHCV,1.0,0.6875,-0.3125
VGG16,4,2_v_5,0.95,0.6625,-0.2875
VGG16,4,YT_v_BTYL,1.0,0.84375,-0.15625
VGG16,4,YT_v_BTBL,1.0,0.89375,-0.10624999999999996
VGG16,4,Bx_v_RxBo,1.0,0.925,-0.07499999999999996
VGG16,4,Bx_v_RxRo,1.0,0.9,-0.09999999999999998
VGG16,4,TvT,1.0,0.775,-0.22499999999999998
VGG16,5,RVvGV,1.0,0.78125,-0.21875
VGG16,5,RVvRHGV,1.0,0.7375,-0.26249999999999996
VGG16,5,PWVvCV,1.0,0.6375,-0.36250000000000004
VGG16,5,PWVvPWHCV,1.0,0.69375,-0.30625
VGG16,5,2_v_5,0.98125,0.7,-0.28125
VGG16,5,YT_v_BTYL,1.0,0.8875,-0.11250000000000004
VGG16,5,YT_v_BTBL,1.0,0.91875,-0.08125000000000004
VGG16,5,Bx_v_RxBo,1.0,0.94375,-0.05625000000000002
VGG16,5,Bx_v_RxRo,1.0,0.91875,-0.08125000000000004
VGG16,5,TvT,1.0,0.8125,-0.1875
VGG16,6,RVvGV,1.0,0.74375,-0.25625
VGG16,6,RVvRHGV,1.0,0.7125,-0.2875
VGG16,6,PWVvCV,0.96875,0.6375,-0.33125000000000004
VGG16,6,PWVvPWHCV,0.9875,0.625,-0.36250000000000004
VGG16,6,2_v_5,0.86875,0.6625,-0.20625000000000004
VGG16,6,YT_v_BTYL,1.0,0.8125,-0.1875
VGG16,6,YT_v_BTBL,1.0,0.925,-0.07499999999999996
VGG16,6,Bx_v_RxBo,1.0,0.90625,-0.09375
VGG16,6,Bx_v_RxRo,1.0,0.875,-0.125
VGG16,6,TvT,1.0,0.75,-0.25
VGG16,7,RVvGV,1.0,0.8,-0.19999999999999996
VGG16,7,RVvRHGV,1.0,0.725,-0.275
VGG16,7,PWVvCV,0.9875,0.63125,-0.35625000000000007
VGG16,7,PWVvPWHCV,1.0,0.66875,-0.33125000000000004
VGG16,7,2_v_5,0.9375,0.68125,-0.25625
VGG16,7,YT_v_BTYL,1.0,0.8625,-0.13749999999999996
VGG16,7,YT_v_BTBL,1.0,0.93125,-0.06874999999999998
VGG16,7,Bx_v_RxBo,1.0,0.93125,-0.06874999999999998
VGG16,7,Bx_v_RxRo,1.0,0.91875,-0.08125000000000004
VGG16,7,TvT,1.0,0.78125,-0.21875
VGG16,8,RVvGV,1.0,0.74375,-0.25625
VGG16,8,RVvRHGV,1.0,0.7,-0.30000000000000004
VGG16,8,PWVvCV,0.975,0.60625,-0.36875
VGG16,8,PWVvPWHCV,0.9875,0.625,-0.36250000000000004
VGG16,8,2_v_5,0.80625,0.63125,-0.17500000000000004
VGG16,8,YT_v_BTYL,1.0,0.81875,-0.18125000000000002
VGG16,8,YT_v_BTBL,1.0,0.89375,-0.10624999999999996
VGG16,8,Bx_v_RxBo,1.0,0.9375,-0.0625
VGG16,8,Bx_v_RxRo,1.0,0.88125,-0.11875000000000002
VGG16,8,TvT,0.9875,0.75625,-0.23125000000000007
CORnet_Z,1,RVvGV,1.0,0.79375,-0.20625000000000004
CORnet_Z,1,RVvRHGV,1.0,0.775,-0.22499999999999998
CORnet_Z,1,PWVvCV,0.96875,0.58125,-0.38749999999999996
CORnet_Z,1,PWVvPWHCV,0.9875,0.68125,-0.30625
CORnet_Z,1,2_v_5,0.70625,0.6125,-0.09375
CORnet_Z,1,YT_v_BTYL,0.9875,0.74375,-0.24375000000000002
CORnet_Z,1,YT_v_BTBL,0.99375,0.8375,-0.15625
CORnet_Z,1,Bx_v_RxBo,0.99375,0.8125,-0.18125000000000002
CORnet_Z,1,Bx_v_RxRo,1.0,0.86875,-0.13124999999999998
CORnet_Z,1,TvT,1.0,0.7125,-0.2875
CORnet_Z,2,RVvGV,1.0,0.7875,-0.21250000000000002
CORnet_Z,2,RVvRHGV,1.0,0.7375,-0.26249999999999996
CORnet_Z,2,PWVvCV,0.96875,0.6125,-0.35624999999999996
CORnet_Z,2,PWVvPWHCV,0.9875,0.675,-0.3125
CORnet_Z,2,2_v_5,0.7125,0.61875,-0.09375
CORnet_Z,2,YT_v_BTYL,0.9875,0.76875,-0.21875
CORnet_Z,2,YT_v_BTBL,0.99375,0.84375,-0.15000000000000002
CORnet_Z,2,Bx_v_RxBo,0.99375,0.8125,-0.18125000000000002
CORnet_Z,2,Bx_v_RxRo,1.0,0.85,-0.15000000000000002
CORnet_Z,2,TvT,1.0,0.7625,-0.23750000000000004
CORnet_Z,3,RVvGV,1.0,0.80625,-0.19374999999999998
CORnet_Z,3,RVvRHGV,1.0,0.7375,-0.26249999999999996
CORnet_Z,3,PWVvCV,0.9625,0.64375,-0.31875
CORnet_Z,3,PWVvPWHCV,0.9875,0.66875,-0.3187500000000001
CORnet_Z,3,2_v_5,0.69375,0.6,-0.09375
CORnet_Z,3,YT_v_BTYL,0.975,0.75,-0.22499999999999998
CORnet_Z,3,YT_v_BTBL,0.99375,0.83125,-0.16249999999999998
CORnet_Z,3,Bx_v_RxBo,0.99375,0.80625,-0.1875
CORnet_Z,3,Bx_v_RxRo,1.0,0.85625,-0.14375000000000004
CORnet_Z,3,TvT,1.0,0.7875,-0.21250000000000002
CORnet_Z,4,RVvGV,1.0,0.86875,-0.13124999999999998
CORnet_Z,4,RVvRHGV,1.0,0.75625,-0.24375000000000002
CORnet_Z,4,PWVvCV,0.975,0.59375,-0.38125
CORnet_Z,4,PWVvPWHCV,0.9875,0.71875,-0.26875000000000004
CORnet_Z,4,2_v_5,0.7125,0.56875,-0.14375000000000004
CORnet_Z,4,YT_v_BTYL,0.98125,0.7625,-0.21875
CORnet_Z,4,YT_v_BTBL,0.99375,0.81875,-0.17500000000000004
CORnet_Z,4,Bx_v_RxBo,0.99375,0.8125,-0.18125000000000002
CORnet_Z,4,Bx_v_RxRo,1.0,0.86875,-0.13124999999999998
CORnet_Z,4,TvT,1.0,0.73125,-0.26875000000000004
CORnet_Z,5,RVvGV,1.0,0.85,-0.15000000000000002
CORnet_Z,5,RVvRHGV,1.0,0.70625,-0.29374999999999996
CORnet_Z,5,PWVvCV,0.9625,0.6125,-0.35
CORnet_Z,5,PWVvPWHCV,0.9875,0.675,-0.3125
CORnet_Z,5,2_v_5,0.68125,0.58125,-0.09999999999999998
CORnet_Z,5,YT_v_BTYL,0.9875,0.74375,-0.24375000000000002
CORnet_Z,5,YT_v_BTBL,0.99375,0.8375,-0.15625
CORnet_Z,5,Bx_v_RxBo,0.99375,0.7875,-0.20625000000000004
CORnet_Z,5,Bx_v_RxRo,1.0,0.8375,-0.16249999999999998
CORnet_Z,5,TvT,1.0,0.7,-0.30000000000000004
CORnet_Z,6,RVvGV,1.0,0.8375,-0.16249999999999998
CORnet_Z,6,RVvRHGV,1.0,0.75,-0.25
CORnet_Z,6,PWVvCV,0.96875,0.6,-0.36875
CORnet_Z,6,PWVvPWHCV,0.9875,0.7,-0.2875000000000001
CORnet_Z,6,2_v_5,0.73125,0.625,-0.10624999999999996
CORnet_Z,6,YT_v_BTYL,0.98125,0.7625,-0.21875
CORnet_Z,6,YT_v_BTBL,0.99375,0.83125,-0.16249999999999998
CORnet_Z,6,Bx_v_RxBo,0.99375,0.81875,-0.17500000000000004
CORnet_Z,6,Bx_v_RxRo,1.0,0.8625,-0.13749999999999996
CORnet_Z,6,TvT,1.0,0.7625,-0.23750000000000004
CORnet_Z,7,RVvGV,1.0,0.74375,-0.25625
CORnet_Z,7,RVvRHGV,1.0,0.74375,-0.25625
CORnet_Z,7,PWVvCV,0.9625,0.575,-0.38750000000000007
CORnet_Z,7,PWVvPWHCV,0.9875,0.6625,-0.32500000000000007
CORnet_Z,7,2_v_5,0.7,0.56875,-0.13124999999999998
CORnet_Z,7,YT_v_BTYL,0.98125,0.75625,-0.22499999999999998
CORnet_Z,7,YT_v_BTBL,0.99375,0.83125,-0.16249999999999998
CORnet_Z,7,Bx_v_RxBo,0.99375,0.8,-0.19374999999999998
CORnet_Z,7,Bx_v_RxRo,1.0,0.86875,-0.13124999999999998
CORnet_Z,7,TvT,1.0,0.725,-0.275
CORnet_Z,8,RVvGV,1.0,0.84375,-0.15625
CORnet_Z,8,RVvRHGV,1.0,0.75,-0.25
CORnet_Z,8,PWVvCV,0.96875,0.625,-0.34375
CORnet_Z,8,PWVvPWHCV,0.9875,0.70625,-0.28125
CORnet_Z,8,2_v_5,0.7125,0.63125,-0.08125000000000004
CORnet_Z,8,YT_v_BTYL,0.975,0.7625,-0.21250000000000002
CORnet_Z,8,YT_v_BTBL,0.99375,0.85625,-0.13750000000000007
CORnet_Z,8,Bx_v_RxBo,0.99375,0.80625,-0.1875
CORnet_Z,8,Bx_v_RxRo,1.0,0.8625,-0.13749999999999996
CORnet_Z,8,TvT,1.0,0.80625,-0.19374999999999998
CORnet_S,1,RVvGV,0.9625,0.76875,-0.19374999999999998
CORnet_S,1,RVvRHGV,0.95,0.70625,-0.2437499999999999
CORnet_S,1,PWVvCV,0.875,0.58125,-0.29374999999999996
CORnet_S,1,PWVvPWHCV,0.875,0.6375,-0.23750000000000004
CORnet_S,1,2_v_5,0.525,0.5125,-0.012500000000000067
CORnet_S,1,YT_v_BTYL,0.9,0.68125,-0.21875
CORnet_S,1,YT_v_BTBL,0.9875,0.775,-0.21250000000000002
CORnet_S,1,Bx_v_RxBo,0.9625,0.6625,-0.30000000000000004
CORnet_S,1,Bx_v_RxRo,0.98125,0.73125,-0.25
CORnet_S,1,TvT,0.8375,0.66875,-0.16875000000000007
CORnet_S,2,RVvGV,0.9625,0.74375,-0.21875
CORnet_S,2,RVvRHGV,0.95625,0.7125,-0.24375000000000002
CORnet_S,2,PWVvCV,0.89375,0.58125,-0.3125
CORnet_S,2,PWVvPWHCV,0.875,0.65,-0.22499999999999998
CORnet_S,2,2_v_5,0.56875,0.5625,-0.006249999999999978
CORnet_S,2,YT_v_BTYL,0.8875,0.69375,-0.19374999999999998
CORnet_S,2,YT_v_BTBL,0.99375,0.7875,-0.20625000000000004
CORnet_S,2,Bx_v_RxBo,0.975,0.68125,-0.29374999999999996
CORnet_S,2,Bx_v_RxRo,0.9875,0.7375,-0.25
CORnet_S,2,TvT,0.81875,0.65625,-0.16249999999999998
CORnet_S,3,RVvGV,0.98125,0.75,-0.23124999999999996
CORnet_S,3,RVvRHGV,0.9625,0.68125,-0.28125
CORnet_S,3,PWVvCV,0.9125,0.5875,-0.32499999999999996
CORnet_S,3,PWVvPWHCV,0.89375,0.64375,-0.25
CORnet_S,3,2_v_5,0.6,0.51875,-0.08124999999999993
CORnet_S,3,YT_v_BTYL,0.9125,0.68125,-0.23124999999999996
CORnet_S,3,YT_v_BTBL,0.98125,0.825,-0.15625
CORnet_S,3,Bx_v_RxBo,0.99375,0.65625,-0.3375
CORnet_S,3,Bx_v_RxRo,0.9875,0.725,-0.26250000000000007
CORnet_S,3,TvT,0.88125,0.6625,-0.21875
CORnet_S,4,RVvGV,0.9625,0.78125,-0.18125000000000002
CORnet_S,4,RVvRHGV,0.95625,0.7,-0.2562500000000001
CORnet_S,4,PWVvCV,0.9125,0.58125,-0.33124999999999993
CORnet_S,4,PWVvPWHCV,0.89375,0.65625,-0.23750000000000004
CORnet_S,4,2_v_5,0.54375,0.5625,0.018750000000000044
CORnet_S,4,YT_v_BTYL,0.8875,0.66875,-0.21875
CORnet_S,4,YT_v_BTBL,0.9875,0.84375,-0.14375000000000004
CORnet_S,4,Bx_v_RxBo,0.9875,0.65625,-0.33125000000000004
CORnet_S,4,Bx_v_RxRo,0.98125,0.7625,-0.21875
CORnet_S,4,TvT,0.8625,0.65,-0.21250000000000002
CORnet_S,5,RVvGV,0.95625,0.7875,-0.16875000000000007
CORnet_S,5,RVvRHGV,0.9625,0.6625,-0.30000000000000004
CORnet_S,5,PWVvCV,0.9375,0.5875,-0.35
CORnet_S,5,PWVvPWHCV,0.91875,0.6125,-0.3062499999999999
CORnet_S,5,2_v_5,0.55,0.5375,-0.012500000000000067
CORnet_S,5,YT_v_BTYL,0.86875,0.6375,-0.23125000000000007
CORnet_S,5,YT_v_BTBL,0.9875,0.84375,-0.14375000000000004
CORnet_S,5,Bx_v_RxBo,0.975,0.625,-0.35
CORnet_S,5,Bx_v_RxRo,0.99375,0.7125,-0.28125
CORnet_S,5,TvT,0.8625,0.6625,-0.20000000000000007
CORnet_S,6,RVvGV,0.96875,0.75,-0.21875
CORnet_S,6,RVvRHGV,0.95625,0.66875,-0.2875000000000001
CORnet_S,6,PWVvCV,0.9,0.575,-0.32500000000000007
CORnet_S,6,PWVvPWHCV,0.8875,0.65625,-0.23124999999999996
CORnet_S,6,2_v_5,0.5625,0.58125,0.018750000000000044
CORnet_S,6,YT_v_BTYL,0.89375,0.6875,-0.20625000000000004
CORnet_S,6,YT_v_BTBL,0.9875,0.8125,-0.17500000000000004
CORnet_S,6,Bx_v_RxBo,0.9875,0.6875,-0.30000000000000004
CORnet_S,6,Bx_v_RxRo,0.9875,0.71875,-0.26875000000000004
CORnet_S,6,TvT,0.8375,0.6625,-0.17500000000000004
CORnet_S,7,RVvGV,0.9625,0.74375,-0.21875
CORnet_S,7,RVvRHGV,0.95,0.7,-0.25
CORnet_S,7,PWVvCV,0.8625,0.55625,-0.30625
CORnet_S,7,PWVvPWHCV,0.86875,0.65,-0.21875
CORnet_S,7,2_v_5,0.5625,0.5625,0.0
CORnet_S,7,YT_v_BTYL,0.89375,0.66875,-0.2250000000000001
CORnet_S,7,YT_v_BTBL,0.99375,0.8375,-0.15625
CORnet_S,7,Bx_v_RxBo,0.9625,0.65625,-0.30625
CORnet_S,7,Bx_v_RxRo,0.98125,0.725,-0.25625
CORnet_S,7,TvT,0.86875,0.64375,-0.22499999999999998
CORnet_S,8,RVvGV,0.96875,0.7375,-0.23124999999999996
CORnet_S,8,RVvRHGV,0.95625,0.7,-0.2562500000000001
CORnet_S,8,PWVvCV,0.90625,0.575,-0.33125000000000004
CORnet_S,8,PWVvPWHCV,0.89375,0.61875,-0.275
CORnet_S,8,2_v_5,0.55,0.53125,-0.018750000000000044
CORnet_S,8,YT_v_BTYL,0.9,0.7,-0.20000000000000007
CORnet_S,8,YT_v_BTBL,0.9875,0.8,-0.1875
CORnet_S,8,Bx_v_RxBo,0.975,0.6625,-0.3125
CORnet_S,8,Bx_v_RxRo,0.98125,0.7,-0.28125
CORnet_S,8,TvT,0.8125,0.6625,-0.15000000000000002
