net_name,net_number,stimulus,set_size_1_acc,set_size_8_acc,acc_diff
alexnet,1,RVvGV,1.0,0.98125,-0.018750000000000044
alexnet,1,RVvRHGV,1.0,0.7875,-0.21250000000000002
alexnet,1,PWVvCV,0.99375,0.65625,-0.3375
alexnet,1,PWVvPWHCV,0.99375,0.625,-0.36875
alexnet,1,2_v_5,0.65625,0.56875,-0.08750000000000002
alexnet,1,YT_v_BTYL,0.95625,0.7375,-0.21875
alexnet,1,YT_v_BTBL,1.0,0.9875,-0.012499999999999956
alexnet,1,Bx_v_RxBo,1.0,0.89375,-0.10624999999999996
alexnet,1,Bx_v_RxRo,1.0,0.9875,-0.012499999999999956
alexnet,1,TvT,0.99375,0.65,-0.34375
alexnet,2,RVvGV,1.0,0.925,-0.07499999999999996
alexnet,2,RVvRHGV,1.0,0.74375,-0.25625
alexnet,2,PWVvCV,0.99375,0.5875,-0.40625
alexnet,2,PWVvPWHCV,0.9875,0.63125,-0.35625000000000007
alexnet,2,2_v_5,0.74375,0.6125,-0.13124999999999998
alexnet,2,YT_v_BTYL,0.95,0.6625,-0.2875
alexnet,2,YT_v_BTBL,1.0,0.9875,-0.012499999999999956
alexnet,2,Bx_v_RxBo,1.0,0.94375,-0.05625000000000002
alexnet,2,Bx_v_RxRo,1.0,0.99375,-0.006249999999999978
alexnet,2,TvT,0.98125,0.65,-0.33124999999999993
alexnet,3,RVvGV,1.0,0.91875,-0.08125000000000004
alexnet,3,RVvRHGV,1.0,0.74375,-0.25625
alexnet,3,PWVvCV,1.0,0.63125,-0.36875
alexnet,3,PWVvPWHCV,1.0,0.64375,-0.35624999999999996
alexnet,3,2_v_5,0.7,0.625,-0.07499999999999996
alexnet,3,YT_v_BTYL,0.95625,0.7,-0.2562500000000001
alexnet,3,YT_v_BTBL,1.0,0.9625,-0.03749999999999998
alexnet,3,Bx_v_RxBo,1.0,0.9125,-0.08750000000000002
alexnet,3,Bx_v_RxRo,1.0,0.98125,-0.018750000000000044
alexnet,3,TvT,0.99375,0.54375,-0.45000000000000007
alexnet,4,RVvGV,1.0,0.9375,-0.0625
alexnet,4,RVvRHGV,1.0,0.79375,-0.20625000000000004
alexnet,4,PWVvCV,0.99375,0.6625,-0.33125000000000004
alexnet,4,PWVvPWHCV,0.99375,0.65625,-0.3375
alexnet,4,2_v_5,0.76875,0.5625,-0.20625000000000004
alexnet,4,YT_v_BTYL,0.94375,0.7125,-0.23124999999999996
alexnet,4,YT_v_BTBL,1.0,0.98125,-0.018750000000000044
alexnet,4,Bx_v_RxBo,1.0,0.9,-0.09999999999999998
