stimulus,acc_diff,set_size_1_acc
Bx_v_RxRo,0.12695312499999994,0.9962890625
YT_v_BTBL,0.10800781249999997,0.9955078125
Bx_v_RxBo,0.16230468749999996,0.9927734375
RVvGV,0.16953125,0.9914062499999999
RVvRHGV,0.253515625,0.9890625
PWVvPWHCV,0.3119140625000001,0.9660156250000002
PWVvCV,0.3421874999999999,0.9623046875
TvT,0.2603515625000001,0.9595703125
YT_v_BTYL,0.20546875000000003,0.9533203124999999
2_v_5,0.11757812499999987,0.7296874999999999
