net_name,RVvGV,RVvRHGV,2_v_5
alexnet,0.1205357142857143,0.1830357142857142,0.25305451127819545
VGG16,0.0730733082706766,0.21663533834586468,0.10972744360902253
CORnet_S,0.12194548872180455,0.20324248120300747,-0.049342105263157854
CORnet_Z,0.09421992481203001,0.18209586466165417,-0.050986842105263275
