net_name,YT_v_BTBL,YT_v_BTYL,RVvGV,PWVvCV,RVvRHGV,TvT,PWVvPWHCV,Bx_v_RxRo,2_v_5,Bx_v_RxBo
VGG16,0.06406249999999991,0.11953124999999998,0.018750000000000044,0.04609374999999993,-0.014062500000000089,0.04765625000000007,0.020312500000000067,-0.004687499999999956,-0.004687500000000067,0.005468749999999967
alexnet,0.07578124999999991,0.08515625000000004,0.05156250000000001,0.025781249999999978,0.03359375000000003,-0.00390625,0.008593750000000067,-0.025000000000000078,-0.03125,-0.0382812500000001
