net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,1,2_v_5,1,absent,0.8909774436090225,,,
alexnet,transfer,classify,0.001,1,2_v_5,2,absent,0.7218045112781954,,,
alexnet,transfer,classify,0.001,1,2_v_5,4,absent,0.7142857142857143,,,
alexnet,transfer,classify,0.001,1,2_v_5,8,absent,0.8646616541353384,,,
alexnet,transfer,classify,0.001,1,2_v_5,1,both,0.8590225563909775,,,
alexnet,transfer,classify,0.001,1,2_v_5,2,both,0.6954887218045113,,,
alexnet,transfer,classify,0.001,1,2_v_5,4,both,0.5300751879699248,,,
alexnet,transfer,classify,0.001,1,2_v_5,8,both,0.5281954887218046,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,present,0.9962406015037594,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,present,0.9548872180451128,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,present,0.9210526315789473,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,absent,0.9849624060150376,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,absent,0.9285714285714286,,,
alexnet,transfer,classify,0.001,2,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvGV,2,both,0.9981203007518797,,,
alexnet,transfer,classify,0.001,2,RVvGV,4,both,0.9699248120300752,,,
alexnet,transfer,classify,0.001,2,RVvGV,8,both,0.924812030075188,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,present,0.9586466165413534,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,present,0.9135338345864662,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,absent,0.9887218045112782,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,absent,0.8984962406015038,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,4,both,0.9736842105263158,,,
alexnet,transfer,classify,0.001,2,RVvRHGV,8,both,0.9060150375939849,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,present,0.8045112781954887,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,present,0.8571428571428571,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,present,0.7518796992481203,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,present,0.6240601503759399,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,absent,0.7481203007518797,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,absent,0.3684210526315789,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,absent,0.22932330827067668,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,absent,0.5037593984962406,,,
alexnet,transfer,classify,0.001,2,2_v_5,1,both,0.7763157894736842,,,
alexnet,transfer,classify,0.001,2,2_v_5,2,both,0.6127819548872181,,,
alexnet,transfer,classify,0.001,2,2_v_5,4,both,0.4906015037593985,,,
alexnet,transfer,classify,0.001,2,2_v_5,8,both,0.5639097744360902,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,present,0.981203007518797,,,
alexnet,transfer,classify,0.001,3,RVvGV,8,present,0.9323308270676691,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,absent,0.9962406015037594,,,
alexnet,transfer,classify,0.001,3,RVvGV,8,absent,0.9924812030075187,,,
alexnet,transfer,classify,0.001,3,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,3,RVvGV,4,both,0.9887218045112782,,,
alexnet,transfer,classify,0.001,3,RVvGV,8,both,0.9624060150375939,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,4,present,0.9887218045112782,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,8,present,0.9548872180451128,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,4,absent,0.9887218045112782,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,8,absent,0.9060150375939849,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,4,both,0.9887218045112782,,,
alexnet,transfer,classify,0.001,3,RVvRHGV,8,both,0.9304511278195489,,,
alexnet,transfer,classify,0.001,3,2_v_5,1,present,0.924812030075188,,,
alexnet,transfer,classify,0.001,3,2_v_5,2,present,0.7255639097744361,,,
alexnet,transfer,classify,0.001,3,2_v_5,4,present,0.3684210526315789,,,
alexnet,transfer,classify,0.001,3,2_v_5,8,present,0.3157894736842105,,,
alexnet,transfer,classify,0.001,3,2_v_5,1,absent,0.7781954887218046,,,
alexnet,transfer,classify,0.001,3,2_v_5,2,absent,0.6654135338345865,,,
alexnet,transfer,classify,0.001,3,2_v_5,4,absent,0.7180451127819549,,,
alexnet,transfer,classify,0.001,3,2_v_5,8,absent,0.7969924812030075,,,
alexnet,transfer,classify,0.001,3,2_v_5,1,both,0.8515037593984962,,,
alexnet,transfer,classify,0.001,3,2_v_5,2,both,0.6954887218045113,,,
alexnet,transfer,classify,0.001,3,2_v_5,4,both,0.543233082706767,,,
alexnet,transfer,classify,0.001,3,2_v_5,8,both,0.556390977443609,,,
alexnet,transfer,classify,0.001,4,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,2,present,0.9962406015037594,,,
alexnet,transfer,classify,0.001,4,RVvGV,4,present,0.943609022556391,,,
alexnet,transfer,classify,0.001,4,RVvGV,8,present,0.8984962406015038,,,
alexnet,transfer,classify,0.001,4,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,4,absent,0.9962406015037594,,,
alexnet,transfer,classify,0.001,4,RVvGV,8,absent,0.9624060150375939,,,
alexnet,transfer,classify,0.001,4,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,4,RVvGV,2,both,0.9981203007518797,,,
alexnet,transfer,classify,0.001,4,RVvGV,4,both,0.9699248120300752,,,
alexnet,transfer,classify,0.001,4,RVvGV,8,both,0.9304511278195489,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,4,present,0.9774436090225563,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,8,present,0.8609022556390977,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,4,absent,0.981203007518797,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,8,absent,0.9285714285714286,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,4,both,0.9793233082706767,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,8,both,0.8947368421052632,,,
alexnet,transfer,classify,0.001,4,2_v_5,1,present,0.8872180451127819,,,
alexnet,transfer,classify,0.001,4,2_v_5,2,present,0.7631578947368421,,,
alexnet,transfer,classify,0.001,4,2_v_5,4,present,0.5939849624060151,,,
alexnet,transfer,classify,0.001,4,2_v_5,8,present,0.4774436090225564,,,
alexnet,transfer,classify,0.001,4,2_v_5,1,absent,0.7105263157894737,,,
alexnet,transfer,classify,0.001,4,2_v_5,2,absent,0.5375939849624061,,,
alexnet,transfer,classify,0.001,4,2_v_5,4,absent,0.4849624060150376,,,
alexnet,transfer,classify,0.001,4,2_v_5,8,absent,0.6428571428571429,,,
alexnet,transfer,classify,0.001,4,2_v_5,1,both,0.7988721804511278,,,
alexnet,transfer,classify,0.001,4,2_v_5,2,both,0.650375939849624,,,
alexnet,transfer,classify,0.001,4,2_v_5,4,both,0.5394736842105263,,,
alexnet,transfer,classify,0.001,4,2_v_5,8,both,0.5601503759398496,,,
alexnet,transfer,classify,0.001,5,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,4,present,0.981203007518797,,,
alexnet,transfer,classify,0.001,5,RVvGV,8,present,0.9285714285714286,,,
alexnet,transfer,classify,0.001,5,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,4,absent,0.9962406015037594,,,
alexnet,transfer,classify,0.001,5,RVvGV,8,absent,0.9962406015037594,,,
alexnet,transfer,classify,0.001,5,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,4,both,0.9887218045112782,,,
alexnet,transfer,classify,0.001,5,RVvGV,8,both,0.9624060150375939,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,4,present,0.9924812030075187,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,8,present,0.8984962406015038,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,4,absent,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,8,absent,0.943609022556391,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,4,both,0.9962406015037594,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,8,both,0.9210526315789473,,,
alexnet,transfer,classify,0.001,5,2_v_5,1,present,0.9511278195488722,,,
alexnet,transfer,classify,0.001,5,2_v_5,2,present,0.793233082706767,,,
alexnet,transfer,classify,0.001,5,2_v_5,4,present,0.6466165413533834,,,
alexnet,transfer,classify,0.001,5,2_v_5,8,present,0.48120300751879697,,,
alexnet,transfer,classify,0.001,5,2_v_5,1,absent,0.8308270676691729,,,
alexnet,transfer,classify,0.001,5,2_v_5,2,absent,0.6015037593984962,,,
alexnet,transfer,classify,0.001,5,2_v_5,4,absent,0.37593984962406013,,,
alexnet,transfer,classify,0.001,5,2_v_5,8,absent,0.5639097744360902,,,
alexnet,transfer,classify,0.001,5,2_v_5,1,both,0.8909774436090225,,,
alexnet,transfer,classify,0.001,5,2_v_5,2,both,0.6973684210526315,,,
alexnet,transfer,classify,0.001,5,2_v_5,4,both,0.5112781954887218,,,
alexnet,transfer,classify,0.001,5,2_v_5,8,both,0.5225563909774437,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,present,0.9624060150375939,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,present,0.8984962406015038,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,absent,0.9924812030075187,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,absent,0.9774436090225563,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,both,0.9774436090225563,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,both,0.9379699248120301,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,present,0.9736842105263158,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,present,0.8834586466165414,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,absent,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,absent,0.9360902255639098,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,both,0.9868421052631579,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,both,0.9097744360902256,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,present,0.8458646616541353,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,present,0.6127819548872181,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,present,0.40225563909774437,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,present,0.41353383458646614,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,absent,0.7819548872180451,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,absent,0.7368421052631579,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,absent,0.6127819548872181,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,absent,0.6804511278195489,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,both,0.8139097744360902,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,both,0.674812030075188,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,both,0.5075187969924813,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,both,0.5469924812030075,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,present,0.9962406015037594,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,present,0.981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,present,0.9060150375939849,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,absent,0.981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,absent,0.9285714285714286,,,
alexnet,transfer,classify,0.001,7,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,7,RVvGV,2,both,0.9981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvGV,4,both,0.981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvGV,8,both,0.9172932330827067,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,present,0.981203007518797,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,present,0.9060150375939849,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,absent,0.9924812030075187,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,absent,0.9586466165413534,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,absent,0.8984962406015038,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,2,both,0.9962406015037594,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,4,both,0.9699248120300752,,,
alexnet,transfer,classify,0.001,7,RVvRHGV,8,both,0.9022556390977443,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,present,0.9210526315789473,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,present,0.8383458646616542,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,present,0.2857142857142857,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,present,0.09398496240601503,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,absent,0.575187969924812,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,absent,0.4473684210526316,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,absent,0.7406015037593985,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,absent,0.9736842105263158,,,
alexnet,transfer,classify,0.001,7,2_v_5,1,both,0.7481203007518797,,,
alexnet,transfer,classify,0.001,7,2_v_5,2,both,0.6428571428571429,,,
alexnet,transfer,classify,0.001,7,2_v_5,4,both,0.5131578947368421,,,
alexnet,transfer,classify,0.001,7,2_v_5,8,both,0.5338345864661654,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,present,0.981203007518797,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,present,0.9135338345864662,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,absent,0.9924812030075187,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,absent,0.981203007518797,,,
alexnet,transfer,classify,0.001,8,RVvGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,8,RVvGV,4,both,0.9868421052631579,,,
alexnet,transfer,classify,0.001,8,RVvGV,8,both,0.9473684210526315,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,present,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,present,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,present,0.9924812030075187,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,present,0.9097744360902256,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,absent,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,absent,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,absent,0.9962406015037594,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,absent,0.9473684210526315,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,1,both,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,2,both,1.0,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,4,both,0.9943609022556391,,,
alexnet,transfer,classify,0.001,8,RVvRHGV,8,both,0.9285714285714286,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,present,0.8872180451127819,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,present,0.6127819548872181,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,present,0.37969924812030076,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,present,0.30451127819548873,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,absent,0.8007518796992481,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,absent,0.706766917293233,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,absent,0.7030075187969925,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,absent,0.8195488721804511,,,
alexnet,transfer,classify,0.001,8,2_v_5,1,both,0.8439849624060151,,,
alexnet,transfer,classify,0.001,8,2_v_5,2,both,0.6597744360902256,,,
alexnet,transfer,classify,0.001,8,2_v_5,4,both,0.5413533834586466,,,
alexnet,transfer,classify,0.001,8,2_v_5,8,both,0.5620300751879699,,,
VGG16,transfer,classify,0.001,1,RVvGV,1,present,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,2,present,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,4,present,0.9924812030075187,,,
VGG16,transfer,classify,0.001,1,RVvGV,8,present,0.9699248120300752,,,
VGG16,transfer,classify,0.001,1,RVvGV,1,absent,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,2,absent,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,4,absent,0.9962406015037594,,,
VGG16,transfer,classify,0.001,1,RVvGV,8,absent,0.981203007518797,,,
VGG16,transfer,classify,0.001,1,RVvGV,1,both,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,2,both,1.0,,,
VGG16,transfer,classify,0.001,1,RVvGV,4,both,0.9943609022556391,,,
VGG16,transfer,classify,0.001,1,RVvGV,8,both,0.9755639097744361,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,1,present,1.0,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,2,present,1.0,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,4,present,0.981203007518797,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,8,present,0.8909774436090225,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,1,absent,1.0,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,2,absent,1.0,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,4,absent,0.9962406015037594,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,8,absent,0.9624060150375939,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,1,both,1.0,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,2,both,1.0,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,4,both,0.9887218045112782,,,
VGG16,transfer,classify,0.001,1,RVvRHGV,8,both,0.9266917293233082,,,
VGG16,transfer,classify,0.001,1,2_v_5,1,present,0.9473684210526315,,,
VGG16,transfer,classify,0.001,1,2_v_5,2,present,0.8609022556390977,,,
VGG16,transfer,classify,0.001,1,2_v_5,4,present,0.6842105263157895,,,
VGG16,transfer,classify,0.001,1,2_v_5,8,present,0.5827067669172933,,,
VGG16,transfer,classify,0.001,1,2_v_5,1,absent,0.9548872180451128,,,
VGG16,transfer,classify,0.001,1,2_v_5,2,absent,0.7781954887218046,,,
VGG16,transfer,classify,0.001,1,2_v_5,4,absent,0.5676691729323309,,,
VGG16,transfer,classify,0.001,1,2_v_5,8,absent,0.5338345864661654,,,
VGG16,transfer,classify,0.001,1,2_v_5,1,both,0.9511278195488722,,,
VGG16,transfer,classify,0.001,1,2_v_5,2,both,0.8195488721804511,,,
VGG16,transfer,classify,0.001,1,2_v_5,4,both,0.6259398496240601,,,
VGG16,transfer,classify,0.001,1,2_v_5,8,both,0.5582706766917294,,,
VGG16,transfer,classify,0.001,2,RVvGV,1,present,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,2,present,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,4,present,0.9962406015037594,,,
VGG16,transfer,classify,0.001,2,RVvGV,8,present,0.9736842105263158,,,
VGG16,transfer,classify,0.001,2,RVvGV,1,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,2,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,4,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,8,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,1,both,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,2,both,1.0,,,
VGG16,transfer,classify,0.001,2,RVvGV,4,both,0.9981203007518797,,,
VGG16,transfer,classify,0.001,2,RVvGV,8,both,0.9868421052631579,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,1,present,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,2,present,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,4,present,0.9887218045112782,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,8,present,0.9473684210526315,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,1,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,2,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,4,absent,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,8,absent,0.9210526315789473,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,1,both,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,2,both,1.0,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,4,both,0.9943609022556391,,,
VGG16,transfer,classify,0.001,2,RVvRHGV,8,both,0.9342105263157895,,,
VGG16,transfer,classify,0.001,2,2_v_5,1,present,0.9774436090225563,,,
VGG16,transfer,classify,0.001,2,2_v_5,2,present,0.793233082706767,,,
VGG16,transfer,classify,0.001,2,2_v_5,4,present,0.39097744360902253,,,
VGG16,transfer,classify,0.001,2,2_v_5,8,present,0.2857142857142857,,,
VGG16,transfer,classify,0.001,2,2_v_5,1,absent,0.9473684210526315,,,
