net_name,stimulus,set_size_1_acc,set_size_8_acc,acc_diff
VGG16,2_v_5,0.9602913533834586,0.5460526315789473,0.41423872180451127
VGG16,RVvGV,1.0,0.9809680451127819,0.019031954887218094
VGG16,RVvRHGV,1.0,0.9346804511278196,0.06531954887218039
alexnet,2_v_5,0.8228383458646616,0.5467575187969925,0.2760808270676691
alexnet,RVvGV,1.0,0.9417293233082707,0.05827067669172925
alexnet,RVvRHGV,1.0,0.9151785714285715,0.08482142857142849
