net_name,RVvGV,RVvRHGV,2_v_5
CORnet_Z,0.2734962406015038,0.1440319548872181,0.24859022556390975
CORnet_S,0.286889097744361,0.28383458646616544,-0.005404135338345828
VGG16,0.18796992481203,0.1607142857142858,0.16541353383458657
alexnet,-0.008693609022556448,0.007753759398496207,0.018327067669172914
