,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,greenness,discrim_pct
22857,VGG16,transfer,classify,0.001,8,RVvGV_185,2,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
22858,VGG16,transfer,classify,0.001,8,RVvGV_185,4,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
22859,VGG16,transfer,classify,0.001,8,RVvGV_185,8,both,254,512,0.49609375,,,,Stylized ImageNet,2,185,0.27450980392156865
22868,VGG16,transfer,classify,0.001,8,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
22869,VGG16,transfer,classify,0.001,8,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
22870,VGG16,transfer,classify,0.001,8,RVvGV_209,4,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
22871,VGG16,transfer,classify,0.001,8,RVvGV_209,8,both,258,512,0.50390625,,,,Stylized ImageNet,2,209,0.18039215686274512
22880,VGG16,transfer,classify,0.001,8,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
22881,VGG16,transfer,classify,0.001,8,RVvGV_232,2,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
22882,VGG16,transfer,classify,0.001,8,RVvGV_232,4,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
22883,VGG16,transfer,classify,0.001,8,RVvGV_232,8,both,257,512,0.501953125,,,,Stylized ImageNet,2,232,0.09019607843137256
22892,VGG16,transfer,classify,0.001,8,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
22893,VGG16,transfer,classify,0.001,8,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
22894,VGG16,transfer,classify,0.001,8,RVvGV_255,4,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
22895,VGG16,transfer,classify,0.001,8,RVvGV_255,8,both,254,512,0.49609375,,,,Stylized ImageNet,2,255,0.0
23048,VGG16,transfer,classify,0.001,1,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23049,VGG16,transfer,classify,0.001,1,RVvGV_0,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23050,VGG16,transfer,classify,0.001,1,RVvGV_0,4,both,511,512,0.998046875,,,,"DomainNet, Clipart domain",3,0,1.0
23051,VGG16,transfer,classify,0.001,1,RVvGV_0,8,both,509,512,0.994140625,,,,"DomainNet, Clipart domain",3,0,1.0
23060,VGG16,transfer,classify,0.001,1,RVvGV_23,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23061,VGG16,transfer,classify,0.001,1,RVvGV_23,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23062,VGG16,transfer,classify,0.001,1,RVvGV_23,4,both,504,512,0.984375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23063,VGG16,transfer,classify,0.001,1,RVvGV_23,8,both,488,512,0.953125,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23072,VGG16,transfer,classify,0.001,1,RVvGV_46,1,both,470,512,0.91796875,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23073,VGG16,transfer,classify,0.001,1,RVvGV_46,2,both,478,512,0.93359375,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23074,VGG16,transfer,classify,0.001,1,RVvGV_46,4,both,424,512,0.828125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23075,VGG16,transfer,classify,0.001,1,RVvGV_46,8,both,404,512,0.7890625,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23084,VGG16,transfer,classify,0.001,1,RVvGV_70,1,both,499,512,0.974609375,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23085,VGG16,transfer,classify,0.001,1,RVvGV_70,2,both,424,512,0.828125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23086,VGG16,transfer,classify,0.001,1,RVvGV_70,4,both,339,512,0.662109375,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23087,VGG16,transfer,classify,0.001,1,RVvGV_70,8,both,316,512,0.6171875,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23096,VGG16,transfer,classify,0.001,1,RVvGV_93,1,both,493,512,0.962890625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23097,VGG16,transfer,classify,0.001,1,RVvGV_93,2,both,368,512,0.71875,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23098,VGG16,transfer,classify,0.001,1,RVvGV_93,4,both,306,512,0.59765625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23099,VGG16,transfer,classify,0.001,1,RVvGV_93,8,both,297,512,0.580078125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23108,VGG16,transfer,classify,0.001,1,RVvGV_116,1,both,509,512,0.994140625,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23109,VGG16,transfer,classify,0.001,1,RVvGV_116,2,both,370,512,0.72265625,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23110,VGG16,transfer,classify,0.001,1,RVvGV_116,4,both,284,512,0.5546875,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23111,VGG16,transfer,classify,0.001,1,RVvGV_116,8,both,280,512,0.546875,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23120,VGG16,transfer,classify,0.001,1,RVvGV_139,1,both,388,512,0.7578125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23121,VGG16,transfer,classify,0.001,1,RVvGV_139,2,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23122,VGG16,transfer,classify,0.001,1,RVvGV_139,4,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23123,VGG16,transfer,classify,0.001,1,RVvGV_139,8,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23132,VGG16,transfer,classify,0.001,1,RVvGV_162,1,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23133,VGG16,transfer,classify,0.001,1,RVvGV_162,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23134,VGG16,transfer,classify,0.001,1,RVvGV_162,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23135,VGG16,transfer,classify,0.001,1,RVvGV_162,8,both,259,512,0.505859375,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23144,VGG16,transfer,classify,0.001,1,RVvGV_185,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23145,VGG16,transfer,classify,0.001,1,RVvGV_185,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23146,VGG16,transfer,classify,0.001,1,RVvGV_185,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23147,VGG16,transfer,classify,0.001,1,RVvGV_185,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23156,VGG16,transfer,classify,0.001,1,RVvGV_209,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23157,VGG16,transfer,classify,0.001,1,RVvGV_209,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23158,VGG16,transfer,classify,0.001,1,RVvGV_209,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23159,VGG16,transfer,classify,0.001,1,RVvGV_209,8,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23168,VGG16,transfer,classify,0.001,1,RVvGV_232,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23169,VGG16,transfer,classify,0.001,1,RVvGV_232,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23170,VGG16,transfer,classify,0.001,1,RVvGV_232,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23171,VGG16,transfer,classify,0.001,1,RVvGV_232,8,both,255,512,0.498046875,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23180,VGG16,transfer,classify,0.001,1,RVvGV_255,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23181,VGG16,transfer,classify,0.001,1,RVvGV_255,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23182,VGG16,transfer,classify,0.001,1,RVvGV_255,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23183,VGG16,transfer,classify,0.001,1,RVvGV_255,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23336,VGG16,transfer,classify,0.001,2,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23337,VGG16,transfer,classify,0.001,2,RVvGV_0,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23338,VGG16,transfer,classify,0.001,2,RVvGV_0,4,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23339,VGG16,transfer,classify,0.001,2,RVvGV_0,8,both,501,512,0.978515625,,,,"DomainNet, Clipart domain",3,0,1.0
23348,VGG16,transfer,classify,0.001,2,RVvGV_23,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23349,VGG16,transfer,classify,0.001,2,RVvGV_23,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23350,VGG16,transfer,classify,0.001,2,RVvGV_23,4,both,504,512,0.984375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23351,VGG16,transfer,classify,0.001,2,RVvGV_23,8,both,476,512,0.9296875,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23360,VGG16,transfer,classify,0.001,2,RVvGV_46,1,both,493,512,0.962890625,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23361,VGG16,transfer,classify,0.001,2,RVvGV_46,2,both,490,512,0.95703125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23362,VGG16,transfer,classify,0.001,2,RVvGV_46,4,both,428,512,0.8359375,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23363,VGG16,transfer,classify,0.001,2,RVvGV_46,8,both,378,512,0.73828125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23372,VGG16,transfer,classify,0.001,2,RVvGV_70,1,both,511,512,0.998046875,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23373,VGG16,transfer,classify,0.001,2,RVvGV_70,2,both,444,512,0.8671875,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23374,VGG16,transfer,classify,0.001,2,RVvGV_70,4,both,349,512,0.681640625,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23375,VGG16,transfer,classify,0.001,2,RVvGV_70,8,both,305,512,0.595703125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23384,VGG16,transfer,classify,0.001,2,RVvGV_93,1,both,506,512,0.98828125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23385,VGG16,transfer,classify,0.001,2,RVvGV_93,2,both,400,512,0.78125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23386,VGG16,transfer,classify,0.001,2,RVvGV_93,4,both,316,512,0.6171875,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23387,VGG16,transfer,classify,0.001,2,RVvGV_93,8,both,281,512,0.548828125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23396,VGG16,transfer,classify,0.001,2,RVvGV_116,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23397,VGG16,transfer,classify,0.001,2,RVvGV_116,2,both,397,512,0.775390625,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23398,VGG16,transfer,classify,0.001,2,RVvGV_116,4,both,302,512,0.58984375,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23399,VGG16,transfer,classify,0.001,2,RVvGV_116,8,both,268,512,0.5234375,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23408,VGG16,transfer,classify,0.001,2,RVvGV_139,1,both,437,512,0.853515625,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23409,VGG16,transfer,classify,0.001,2,RVvGV_139,2,both,261,512,0.509765625,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23410,VGG16,transfer,classify,0.001,2,RVvGV_139,4,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23411,VGG16,transfer,classify,0.001,2,RVvGV_139,8,both,254,512,0.49609375,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23420,VGG16,transfer,classify,0.001,2,RVvGV_162,1,both,267,512,0.521484375,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23421,VGG16,transfer,classify,0.001,2,RVvGV_162,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23422,VGG16,transfer,classify,0.001,2,RVvGV_162,4,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23423,VGG16,transfer,classify,0.001,2,RVvGV_162,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23432,VGG16,transfer,classify,0.001,2,RVvGV_185,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23433,VGG16,transfer,classify,0.001,2,RVvGV_185,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23434,VGG16,transfer,classify,0.001,2,RVvGV_185,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23435,VGG16,transfer,classify,0.001,2,RVvGV_185,8,both,255,512,0.498046875,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23444,VGG16,transfer,classify,0.001,2,RVvGV_209,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23445,VGG16,transfer,classify,0.001,2,RVvGV_209,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23446,VGG16,transfer,classify,0.001,2,RVvGV_209,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23447,VGG16,transfer,classify,0.001,2,RVvGV_209,8,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23456,VGG16,transfer,classify,0.001,2,RVvGV_232,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23457,VGG16,transfer,classify,0.001,2,RVvGV_232,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23458,VGG16,transfer,classify,0.001,2,RVvGV_232,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23459,VGG16,transfer,classify,0.001,2,RVvGV_232,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23468,VGG16,transfer,classify,0.001,2,RVvGV_255,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23469,VGG16,transfer,classify,0.001,2,RVvGV_255,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23470,VGG16,transfer,classify,0.001,2,RVvGV_255,4,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,255,0.0
23471,VGG16,transfer,classify,0.001,2,RVvGV_255,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23624,VGG16,transfer,classify,0.001,3,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23625,VGG16,transfer,classify,0.001,3,RVvGV_0,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23626,VGG16,transfer,classify,0.001,3,RVvGV_0,4,both,510,512,0.99609375,,,,"DomainNet, Clipart domain",3,0,1.0
23627,VGG16,transfer,classify,0.001,3,RVvGV_0,8,both,477,512,0.931640625,,,,"DomainNet, Clipart domain",3,0,1.0
23636,VGG16,transfer,classify,0.001,3,RVvGV_23,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23637,VGG16,transfer,classify,0.001,3,RVvGV_23,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23638,VGG16,transfer,classify,0.001,3,RVvGV_23,4,both,484,512,0.9453125,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23639,VGG16,transfer,classify,0.001,3,RVvGV_23,8,both,426,512,0.83203125,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23648,VGG16,transfer,classify,0.001,3,RVvGV_46,1,both,496,512,0.96875,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23649,VGG16,transfer,classify,0.001,3,RVvGV_46,2,both,473,512,0.923828125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23650,VGG16,transfer,classify,0.001,3,RVvGV_46,4,both,381,512,0.744140625,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23651,VGG16,transfer,classify,0.001,3,RVvGV_46,8,both,334,512,0.65234375,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23660,VGG16,transfer,classify,0.001,3,RVvGV_70,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23661,VGG16,transfer,classify,0.001,3,RVvGV_70,2,both,423,512,0.826171875,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23662,VGG16,transfer,classify,0.001,3,RVvGV_70,4,both,321,512,0.626953125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23663,VGG16,transfer,classify,0.001,3,RVvGV_70,8,both,281,512,0.548828125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23672,VGG16,transfer,classify,0.001,3,RVvGV_93,1,both,502,512,0.98046875,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23673,VGG16,transfer,classify,0.001,3,RVvGV_93,2,both,373,512,0.728515625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23674,VGG16,transfer,classify,0.001,3,RVvGV_93,4,both,294,512,0.57421875,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23675,VGG16,transfer,classify,0.001,3,RVvGV_93,8,both,268,512,0.5234375,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23684,VGG16,transfer,classify,0.001,3,RVvGV_116,1,both,509,512,0.994140625,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23685,VGG16,transfer,classify,0.001,3,RVvGV_116,2,both,368,512,0.71875,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23686,VGG16,transfer,classify,0.001,3,RVvGV_116,4,both,276,512,0.5390625,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23687,VGG16,transfer,classify,0.001,3,RVvGV_116,8,both,268,512,0.5234375,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23696,VGG16,transfer,classify,0.001,3,RVvGV_139,1,both,425,512,0.830078125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23697,VGG16,transfer,classify,0.001,3,RVvGV_139,2,both,262,512,0.51171875,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23698,VGG16,transfer,classify,0.001,3,RVvGV_139,4,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23699,VGG16,transfer,classify,0.001,3,RVvGV_139,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23708,VGG16,transfer,classify,0.001,3,RVvGV_162,1,both,263,512,0.513671875,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23709,VGG16,transfer,classify,0.001,3,RVvGV_162,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23710,VGG16,transfer,classify,0.001,3,RVvGV_162,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23711,VGG16,transfer,classify,0.001,3,RVvGV_162,8,both,258,512,0.50390625,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23720,VGG16,transfer,classify,0.001,3,RVvGV_185,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23721,VGG16,transfer,classify,0.001,3,RVvGV_185,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23722,VGG16,transfer,classify,0.001,3,RVvGV_185,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23723,VGG16,transfer,classify,0.001,3,RVvGV_185,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
23732,VGG16,transfer,classify,0.001,3,RVvGV_209,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23733,VGG16,transfer,classify,0.001,3,RVvGV_209,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23734,VGG16,transfer,classify,0.001,3,RVvGV_209,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23735,VGG16,transfer,classify,0.001,3,RVvGV_209,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
23744,VGG16,transfer,classify,0.001,3,RVvGV_232,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23745,VGG16,transfer,classify,0.001,3,RVvGV_232,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23746,VGG16,transfer,classify,0.001,3,RVvGV_232,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23747,VGG16,transfer,classify,0.001,3,RVvGV_232,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
23756,VGG16,transfer,classify,0.001,3,RVvGV_255,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23757,VGG16,transfer,classify,0.001,3,RVvGV_255,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23758,VGG16,transfer,classify,0.001,3,RVvGV_255,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23759,VGG16,transfer,classify,0.001,3,RVvGV_255,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
23912,VGG16,transfer,classify,0.001,4,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23913,VGG16,transfer,classify,0.001,4,RVvGV_0,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23914,VGG16,transfer,classify,0.001,4,RVvGV_0,4,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
23915,VGG16,transfer,classify,0.001,4,RVvGV_0,8,both,495,512,0.966796875,,,,"DomainNet, Clipart domain",3,0,1.0
23924,VGG16,transfer,classify,0.001,4,RVvGV_23,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23925,VGG16,transfer,classify,0.001,4,RVvGV_23,2,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23926,VGG16,transfer,classify,0.001,4,RVvGV_23,4,both,490,512,0.95703125,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23927,VGG16,transfer,classify,0.001,4,RVvGV_23,8,both,460,512,0.8984375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
23936,VGG16,transfer,classify,0.001,4,RVvGV_46,1,both,490,512,0.95703125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23937,VGG16,transfer,classify,0.001,4,RVvGV_46,2,both,473,512,0.923828125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23938,VGG16,transfer,classify,0.001,4,RVvGV_46,4,both,409,512,0.798828125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23939,VGG16,transfer,classify,0.001,4,RVvGV_46,8,both,376,512,0.734375,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
23948,VGG16,transfer,classify,0.001,4,RVvGV_70,1,both,498,512,0.97265625,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23949,VGG16,transfer,classify,0.001,4,RVvGV_70,2,both,421,512,0.822265625,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23950,VGG16,transfer,classify,0.001,4,RVvGV_70,4,both,332,512,0.6484375,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23951,VGG16,transfer,classify,0.001,4,RVvGV_70,8,both,308,512,0.6015625,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
23960,VGG16,transfer,classify,0.001,4,RVvGV_93,1,both,489,512,0.955078125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23961,VGG16,transfer,classify,0.001,4,RVvGV_93,2,both,369,512,0.720703125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23962,VGG16,transfer,classify,0.001,4,RVvGV_93,4,both,308,512,0.6015625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23963,VGG16,transfer,classify,0.001,4,RVvGV_93,8,both,282,512,0.55078125,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
23972,VGG16,transfer,classify,0.001,4,RVvGV_116,1,both,503,512,0.982421875,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23973,VGG16,transfer,classify,0.001,4,RVvGV_116,2,both,362,512,0.70703125,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23974,VGG16,transfer,classify,0.001,4,RVvGV_116,4,both,291,512,0.568359375,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23975,VGG16,transfer,classify,0.001,4,RVvGV_116,8,both,275,512,0.537109375,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
23984,VGG16,transfer,classify,0.001,4,RVvGV_139,1,both,426,512,0.83203125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23985,VGG16,transfer,classify,0.001,4,RVvGV_139,2,both,264,512,0.515625,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23986,VGG16,transfer,classify,0.001,4,RVvGV_139,4,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23987,VGG16,transfer,classify,0.001,4,RVvGV_139,8,both,259,512,0.505859375,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
23996,VGG16,transfer,classify,0.001,4,RVvGV_162,1,both,266,512,0.51953125,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23997,VGG16,transfer,classify,0.001,4,RVvGV_162,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23998,VGG16,transfer,classify,0.001,4,RVvGV_162,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
23999,VGG16,transfer,classify,0.001,4,RVvGV_162,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
24008,VGG16,transfer,classify,0.001,4,RVvGV_185,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
24009,VGG16,transfer,classify,0.001,4,RVvGV_185,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
24010,VGG16,transfer,classify,0.001,4,RVvGV_185,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
24011,VGG16,transfer,classify,0.001,4,RVvGV_185,8,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
24020,VGG16,transfer,classify,0.001,4,RVvGV_209,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
