,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,greenness,discrim_pct
7511,alexnet,transfer,classify,0.001,3,RVvGV_23,8,both,468,512,0.9140625,,,,Stylized ImageNet,2,23,0.9098039215686274
7520,alexnet,transfer,classify,0.001,3,RVvGV_46,1,both,512,512,1.0,,,,Stylized ImageNet,2,46,0.8196078431372549
7521,alexnet,transfer,classify,0.001,3,RVvGV_46,2,both,509,512,0.994140625,,,,Stylized ImageNet,2,46,0.8196078431372549
7522,alexnet,transfer,classify,0.001,3,RVvGV_46,4,both,498,512,0.97265625,,,,Stylized ImageNet,2,46,0.8196078431372549
7523,alexnet,transfer,classify,0.001,3,RVvGV_46,8,both,441,512,0.861328125,,,,Stylized ImageNet,2,46,0.8196078431372549
7532,alexnet,transfer,classify,0.001,3,RVvGV_70,1,both,512,512,1.0,,,,Stylized ImageNet,2,70,0.7254901960784313
7533,alexnet,transfer,classify,0.001,3,RVvGV_70,2,both,503,512,0.982421875,,,,Stylized ImageNet,2,70,0.7254901960784313
7534,alexnet,transfer,classify,0.001,3,RVvGV_70,4,both,488,512,0.953125,,,,Stylized ImageNet,2,70,0.7254901960784313
7535,alexnet,transfer,classify,0.001,3,RVvGV_70,8,both,416,512,0.8125,,,,Stylized ImageNet,2,70,0.7254901960784313
7544,alexnet,transfer,classify,0.001,3,RVvGV_93,1,both,512,512,1.0,,,,Stylized ImageNet,2,93,0.6352941176470588
7545,alexnet,transfer,classify,0.001,3,RVvGV_93,2,both,487,512,0.951171875,,,,Stylized ImageNet,2,93,0.6352941176470588
7546,alexnet,transfer,classify,0.001,3,RVvGV_93,4,both,452,512,0.8828125,,,,Stylized ImageNet,2,93,0.6352941176470588
7547,alexnet,transfer,classify,0.001,3,RVvGV_93,8,both,372,512,0.7265625,,,,Stylized ImageNet,2,93,0.6352941176470588
7556,alexnet,transfer,classify,0.001,3,RVvGV_116,1,both,470,512,0.91796875,,,,Stylized ImageNet,2,116,0.5450980392156863
7557,alexnet,transfer,classify,0.001,3,RVvGV_116,2,both,359,512,0.701171875,,,,Stylized ImageNet,2,116,0.5450980392156863
7558,alexnet,transfer,classify,0.001,3,RVvGV_116,4,both,362,512,0.70703125,,,,Stylized ImageNet,2,116,0.5450980392156863
7559,alexnet,transfer,classify,0.001,3,RVvGV_116,8,both,317,512,0.619140625,,,,Stylized ImageNet,2,116,0.5450980392156863
7568,alexnet,transfer,classify,0.001,3,RVvGV_139,1,both,276,512,0.5390625,,,,Stylized ImageNet,2,139,0.4549019607843138
7569,alexnet,transfer,classify,0.001,3,RVvGV_139,2,both,262,512,0.51171875,,,,Stylized ImageNet,2,139,0.4549019607843138
7570,alexnet,transfer,classify,0.001,3,RVvGV_139,4,both,269,512,0.525390625,,,,Stylized ImageNet,2,139,0.4549019607843138
7571,alexnet,transfer,classify,0.001,3,RVvGV_139,8,both,293,512,0.572265625,,,,Stylized ImageNet,2,139,0.4549019607843138
7580,alexnet,transfer,classify,0.001,3,RVvGV_162,1,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
7581,alexnet,transfer,classify,0.001,3,RVvGV_162,2,both,257,512,0.501953125,,,,Stylized ImageNet,2,162,0.3647058823529412
7582,alexnet,transfer,classify,0.001,3,RVvGV_162,4,both,266,512,0.51953125,,,,Stylized ImageNet,2,162,0.3647058823529412
7583,alexnet,transfer,classify,0.001,3,RVvGV_162,8,both,274,512,0.53515625,,,,Stylized ImageNet,2,162,0.3647058823529412
7592,alexnet,transfer,classify,0.001,3,RVvGV_185,1,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
7593,alexnet,transfer,classify,0.001,3,RVvGV_185,2,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
7594,alexnet,transfer,classify,0.001,3,RVvGV_185,4,both,261,512,0.509765625,,,,Stylized ImageNet,2,185,0.27450980392156865
7595,alexnet,transfer,classify,0.001,3,RVvGV_185,8,both,252,512,0.4921875,,,,Stylized ImageNet,2,185,0.27450980392156865
7604,alexnet,transfer,classify,0.001,3,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
7605,alexnet,transfer,classify,0.001,3,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
7606,alexnet,transfer,classify,0.001,3,RVvGV_209,4,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
7607,alexnet,transfer,classify,0.001,3,RVvGV_209,8,both,265,512,0.517578125,,,,Stylized ImageNet,2,209,0.18039215686274512
7616,alexnet,transfer,classify,0.001,3,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
7617,alexnet,transfer,classify,0.001,3,RVvGV_232,2,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
7618,alexnet,transfer,classify,0.001,3,RVvGV_232,4,both,258,512,0.50390625,,,,Stylized ImageNet,2,232,0.09019607843137256
7619,alexnet,transfer,classify,0.001,3,RVvGV_232,8,both,259,512,0.505859375,,,,Stylized ImageNet,2,232,0.09019607843137256
7628,alexnet,transfer,classify,0.001,3,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
7629,alexnet,transfer,classify,0.001,3,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
7630,alexnet,transfer,classify,0.001,3,RVvGV_255,4,both,257,512,0.501953125,,,,Stylized ImageNet,2,255,0.0
7631,alexnet,transfer,classify,0.001,3,RVvGV_255,8,both,251,512,0.490234375,,,,Stylized ImageNet,2,255,0.0
7784,alexnet,transfer,classify,0.001,4,RVvGV_0,1,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
7785,alexnet,transfer,classify,0.001,4,RVvGV_0,2,both,511,512,0.998046875,,,,Stylized ImageNet,2,0,1.0
7786,alexnet,transfer,classify,0.001,4,RVvGV_0,4,both,507,512,0.990234375,,,,Stylized ImageNet,2,0,1.0
7787,alexnet,transfer,classify,0.001,4,RVvGV_0,8,both,469,512,0.916015625,,,,Stylized ImageNet,2,0,1.0
7796,alexnet,transfer,classify,0.001,4,RVvGV_23,1,both,512,512,1.0,,,,Stylized ImageNet,2,23,0.9098039215686274
7797,alexnet,transfer,classify,0.001,4,RVvGV_23,2,both,511,512,0.998046875,,,,Stylized ImageNet,2,23,0.9098039215686274
7798,alexnet,transfer,classify,0.001,4,RVvGV_23,4,both,499,512,0.974609375,,,,Stylized ImageNet,2,23,0.9098039215686274
7799,alexnet,transfer,classify,0.001,4,RVvGV_23,8,both,464,512,0.90625,,,,Stylized ImageNet,2,23,0.9098039215686274
7808,alexnet,transfer,classify,0.001,4,RVvGV_46,1,both,512,512,1.0,,,,Stylized ImageNet,2,46,0.8196078431372549
7809,alexnet,transfer,classify,0.001,4,RVvGV_46,2,both,510,512,0.99609375,,,,Stylized ImageNet,2,46,0.8196078431372549
7810,alexnet,transfer,classify,0.001,4,RVvGV_46,4,both,496,512,0.96875,,,,Stylized ImageNet,2,46,0.8196078431372549
7811,alexnet,transfer,classify,0.001,4,RVvGV_46,8,both,440,512,0.859375,,,,Stylized ImageNet,2,46,0.8196078431372549
7820,alexnet,transfer,classify,0.001,4,RVvGV_70,1,both,512,512,1.0,,,,Stylized ImageNet,2,70,0.7254901960784313
7821,alexnet,transfer,classify,0.001,4,RVvGV_70,2,both,498,512,0.97265625,,,,Stylized ImageNet,2,70,0.7254901960784313
7822,alexnet,transfer,classify,0.001,4,RVvGV_70,4,both,477,512,0.931640625,,,,Stylized ImageNet,2,70,0.7254901960784313
7823,alexnet,transfer,classify,0.001,4,RVvGV_70,8,both,421,512,0.822265625,,,,Stylized ImageNet,2,70,0.7254901960784313
7832,alexnet,transfer,classify,0.001,4,RVvGV_93,1,both,510,512,0.99609375,,,,Stylized ImageNet,2,93,0.6352941176470588
7833,alexnet,transfer,classify,0.001,4,RVvGV_93,2,both,483,512,0.943359375,,,,Stylized ImageNet,2,93,0.6352941176470588
7834,alexnet,transfer,classify,0.001,4,RVvGV_93,4,both,438,512,0.85546875,,,,Stylized ImageNet,2,93,0.6352941176470588
7835,alexnet,transfer,classify,0.001,4,RVvGV_93,8,both,361,512,0.705078125,,,,Stylized ImageNet,2,93,0.6352941176470588
7844,alexnet,transfer,classify,0.001,4,RVvGV_116,1,both,443,512,0.865234375,,,,Stylized ImageNet,2,116,0.5450980392156863
7845,alexnet,transfer,classify,0.001,4,RVvGV_116,2,both,359,512,0.701171875,,,,Stylized ImageNet,2,116,0.5450980392156863
7846,alexnet,transfer,classify,0.001,4,RVvGV_116,4,both,338,512,0.66015625,,,,Stylized ImageNet,2,116,0.5450980392156863
7847,alexnet,transfer,classify,0.001,4,RVvGV_116,8,both,303,512,0.591796875,,,,Stylized ImageNet,2,116,0.5450980392156863
7856,alexnet,transfer,classify,0.001,4,RVvGV_139,1,both,264,512,0.515625,,,,Stylized ImageNet,2,139,0.4549019607843138
7857,alexnet,transfer,classify,0.001,4,RVvGV_139,2,both,260,512,0.5078125,,,,Stylized ImageNet,2,139,0.4549019607843138
7858,alexnet,transfer,classify,0.001,4,RVvGV_139,4,both,261,512,0.509765625,,,,Stylized ImageNet,2,139,0.4549019607843138
7859,alexnet,transfer,classify,0.001,4,RVvGV_139,8,both,274,512,0.53515625,,,,Stylized ImageNet,2,139,0.4549019607843138
7868,alexnet,transfer,classify,0.001,4,RVvGV_162,1,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
7869,alexnet,transfer,classify,0.001,4,RVvGV_162,2,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
7870,alexnet,transfer,classify,0.001,4,RVvGV_162,4,both,260,512,0.5078125,,,,Stylized ImageNet,2,162,0.3647058823529412
7871,alexnet,transfer,classify,0.001,4,RVvGV_162,8,both,267,512,0.521484375,,,,Stylized ImageNet,2,162,0.3647058823529412
7880,alexnet,transfer,classify,0.001,4,RVvGV_185,1,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
7881,alexnet,transfer,classify,0.001,4,RVvGV_185,2,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
7882,alexnet,transfer,classify,0.001,4,RVvGV_185,4,both,259,512,0.505859375,,,,Stylized ImageNet,2,185,0.27450980392156865
7883,alexnet,transfer,classify,0.001,4,RVvGV_185,8,both,264,512,0.515625,,,,Stylized ImageNet,2,185,0.27450980392156865
7892,alexnet,transfer,classify,0.001,4,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
7893,alexnet,transfer,classify,0.001,4,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
7894,alexnet,transfer,classify,0.001,4,RVvGV_209,4,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
7895,alexnet,transfer,classify,0.001,4,RVvGV_209,8,both,264,512,0.515625,,,,Stylized ImageNet,2,209,0.18039215686274512
7904,alexnet,transfer,classify,0.001,4,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
7905,alexnet,transfer,classify,0.001,4,RVvGV_232,2,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
7906,alexnet,transfer,classify,0.001,4,RVvGV_232,4,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
7907,alexnet,transfer,classify,0.001,4,RVvGV_232,8,both,267,512,0.521484375,,,,Stylized ImageNet,2,232,0.09019607843137256
7916,alexnet,transfer,classify,0.001,4,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
7917,alexnet,transfer,classify,0.001,4,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
7918,alexnet,transfer,classify,0.001,4,RVvGV_255,4,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
7919,alexnet,transfer,classify,0.001,4,RVvGV_255,8,both,257,512,0.501953125,,,,Stylized ImageNet,2,255,0.0
8072,alexnet,transfer,classify,0.001,5,RVvGV_0,1,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
8073,alexnet,transfer,classify,0.001,5,RVvGV_0,2,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
8074,alexnet,transfer,classify,0.001,5,RVvGV_0,4,both,509,512,0.994140625,,,,Stylized ImageNet,2,0,1.0
8075,alexnet,transfer,classify,0.001,5,RVvGV_0,8,both,470,512,0.91796875,,,,Stylized ImageNet,2,0,1.0
8084,alexnet,transfer,classify,0.001,5,RVvGV_23,1,both,512,512,1.0,,,,Stylized ImageNet,2,23,0.9098039215686274
8085,alexnet,transfer,classify,0.001,5,RVvGV_23,2,both,511,512,0.998046875,,,,Stylized ImageNet,2,23,0.9098039215686274
8086,alexnet,transfer,classify,0.001,5,RVvGV_23,4,both,503,512,0.982421875,,,,Stylized ImageNet,2,23,0.9098039215686274
8087,alexnet,transfer,classify,0.001,5,RVvGV_23,8,both,467,512,0.912109375,,,,Stylized ImageNet,2,23,0.9098039215686274
8096,alexnet,transfer,classify,0.001,5,RVvGV_46,1,both,512,512,1.0,,,,Stylized ImageNet,2,46,0.8196078431372549
8097,alexnet,transfer,classify,0.001,5,RVvGV_46,2,both,510,512,0.99609375,,,,Stylized ImageNet,2,46,0.8196078431372549
8098,alexnet,transfer,classify,0.001,5,RVvGV_46,4,both,500,512,0.9765625,,,,Stylized ImageNet,2,46,0.8196078431372549
8099,alexnet,transfer,classify,0.001,5,RVvGV_46,8,both,443,512,0.865234375,,,,Stylized ImageNet,2,46,0.8196078431372549
8108,alexnet,transfer,classify,0.001,5,RVvGV_70,1,both,512,512,1.0,,,,Stylized ImageNet,2,70,0.7254901960784313
8109,alexnet,transfer,classify,0.001,5,RVvGV_70,2,both,502,512,0.98046875,,,,Stylized ImageNet,2,70,0.7254901960784313
8110,alexnet,transfer,classify,0.001,5,RVvGV_70,4,both,485,512,0.947265625,,,,Stylized ImageNet,2,70,0.7254901960784313
8111,alexnet,transfer,classify,0.001,5,RVvGV_70,8,both,430,512,0.83984375,,,,Stylized ImageNet,2,70,0.7254901960784313
8120,alexnet,transfer,classify,0.001,5,RVvGV_93,1,both,512,512,1.0,,,,Stylized ImageNet,2,93,0.6352941176470588
8121,alexnet,transfer,classify,0.001,5,RVvGV_93,2,both,481,512,0.939453125,,,,Stylized ImageNet,2,93,0.6352941176470588
8122,alexnet,transfer,classify,0.001,5,RVvGV_93,4,both,456,512,0.890625,,,,Stylized ImageNet,2,93,0.6352941176470588
8123,alexnet,transfer,classify,0.001,5,RVvGV_93,8,both,369,512,0.720703125,,,,Stylized ImageNet,2,93,0.6352941176470588
8132,alexnet,transfer,classify,0.001,5,RVvGV_116,1,both,456,512,0.890625,,,,Stylized ImageNet,2,116,0.5450980392156863
8133,alexnet,transfer,classify,0.001,5,RVvGV_116,2,both,348,512,0.6796875,,,,Stylized ImageNet,2,116,0.5450980392156863
8134,alexnet,transfer,classify,0.001,5,RVvGV_116,4,both,364,512,0.7109375,,,,Stylized ImageNet,2,116,0.5450980392156863
8135,alexnet,transfer,classify,0.001,5,RVvGV_116,8,both,323,512,0.630859375,,,,Stylized ImageNet,2,116,0.5450980392156863
8144,alexnet,transfer,classify,0.001,5,RVvGV_139,1,both,268,512,0.5234375,,,,Stylized ImageNet,2,139,0.4549019607843138
8145,alexnet,transfer,classify,0.001,5,RVvGV_139,2,both,261,512,0.509765625,,,,Stylized ImageNet,2,139,0.4549019607843138
8146,alexnet,transfer,classify,0.001,5,RVvGV_139,4,both,271,512,0.529296875,,,,Stylized ImageNet,2,139,0.4549019607843138
8147,alexnet,transfer,classify,0.001,5,RVvGV_139,8,both,291,512,0.568359375,,,,Stylized ImageNet,2,139,0.4549019607843138
8156,alexnet,transfer,classify,0.001,5,RVvGV_162,1,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
8157,alexnet,transfer,classify,0.001,5,RVvGV_162,2,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
8158,alexnet,transfer,classify,0.001,5,RVvGV_162,4,both,261,512,0.509765625,,,,Stylized ImageNet,2,162,0.3647058823529412
8159,alexnet,transfer,classify,0.001,5,RVvGV_162,8,both,269,512,0.525390625,,,,Stylized ImageNet,2,162,0.3647058823529412
8168,alexnet,transfer,classify,0.001,5,RVvGV_185,1,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
8169,alexnet,transfer,classify,0.001,5,RVvGV_185,2,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
8170,alexnet,transfer,classify,0.001,5,RVvGV_185,4,both,264,512,0.515625,,,,Stylized ImageNet,2,185,0.27450980392156865
8171,alexnet,transfer,classify,0.001,5,RVvGV_185,8,both,255,512,0.498046875,,,,Stylized ImageNet,2,185,0.27450980392156865
8180,alexnet,transfer,classify,0.001,5,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8181,alexnet,transfer,classify,0.001,5,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8182,alexnet,transfer,classify,0.001,5,RVvGV_209,4,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8183,alexnet,transfer,classify,0.001,5,RVvGV_209,8,both,272,512,0.53125,,,,Stylized ImageNet,2,209,0.18039215686274512
8192,alexnet,transfer,classify,0.001,5,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
8193,alexnet,transfer,classify,0.001,5,RVvGV_232,2,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
8194,alexnet,transfer,classify,0.001,5,RVvGV_232,4,both,257,512,0.501953125,,,,Stylized ImageNet,2,232,0.09019607843137256
8195,alexnet,transfer,classify,0.001,5,RVvGV_232,8,both,269,512,0.525390625,,,,Stylized ImageNet,2,232,0.09019607843137256
8204,alexnet,transfer,classify,0.001,5,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8205,alexnet,transfer,classify,0.001,5,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8206,alexnet,transfer,classify,0.001,5,RVvGV_255,4,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8207,alexnet,transfer,classify,0.001,5,RVvGV_255,8,both,245,512,0.478515625,,,,Stylized ImageNet,2,255,0.0
8360,alexnet,transfer,classify,0.001,6,RVvGV_0,1,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
8361,alexnet,transfer,classify,0.001,6,RVvGV_0,2,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
8362,alexnet,transfer,classify,0.001,6,RVvGV_0,4,both,507,512,0.990234375,,,,Stylized ImageNet,2,0,1.0
8363,alexnet,transfer,classify,0.001,6,RVvGV_0,8,both,463,512,0.904296875,,,,Stylized ImageNet,2,0,1.0
8372,alexnet,transfer,classify,0.001,6,RVvGV_23,1,both,512,512,1.0,,,,Stylized ImageNet,2,23,0.9098039215686274
8373,alexnet,transfer,classify,0.001,6,RVvGV_23,2,both,511,512,0.998046875,,,,Stylized ImageNet,2,23,0.9098039215686274
8374,alexnet,transfer,classify,0.001,6,RVvGV_23,4,both,503,512,0.982421875,,,,Stylized ImageNet,2,23,0.9098039215686274
8375,alexnet,transfer,classify,0.001,6,RVvGV_23,8,both,463,512,0.904296875,,,,Stylized ImageNet,2,23,0.9098039215686274
8384,alexnet,transfer,classify,0.001,6,RVvGV_46,1,both,512,512,1.0,,,,Stylized ImageNet,2,46,0.8196078431372549
8385,alexnet,transfer,classify,0.001,6,RVvGV_46,2,both,510,512,0.99609375,,,,Stylized ImageNet,2,46,0.8196078431372549
8386,alexnet,transfer,classify,0.001,6,RVvGV_46,4,both,500,512,0.9765625,,,,Stylized ImageNet,2,46,0.8196078431372549
8387,alexnet,transfer,classify,0.001,6,RVvGV_46,8,both,437,512,0.853515625,,,,Stylized ImageNet,2,46,0.8196078431372549
8396,alexnet,transfer,classify,0.001,6,RVvGV_70,1,both,512,512,1.0,,,,Stylized ImageNet,2,70,0.7254901960784313
8397,alexnet,transfer,classify,0.001,6,RVvGV_70,2,both,504,512,0.984375,,,,Stylized ImageNet,2,70,0.7254901960784313
8398,alexnet,transfer,classify,0.001,6,RVvGV_70,4,both,489,512,0.955078125,,,,Stylized ImageNet,2,70,0.7254901960784313
8399,alexnet,transfer,classify,0.001,6,RVvGV_70,8,both,423,512,0.826171875,,,,Stylized ImageNet,2,70,0.7254901960784313
8408,alexnet,transfer,classify,0.001,6,RVvGV_93,1,both,512,512,1.0,,,,Stylized ImageNet,2,93,0.6352941176470588
8409,alexnet,transfer,classify,0.001,6,RVvGV_93,2,both,490,512,0.95703125,,,,Stylized ImageNet,2,93,0.6352941176470588
8410,alexnet,transfer,classify,0.001,6,RVvGV_93,4,both,464,512,0.90625,,,,Stylized ImageNet,2,93,0.6352941176470588
8411,alexnet,transfer,classify,0.001,6,RVvGV_93,8,both,369,512,0.720703125,,,,Stylized ImageNet,2,93,0.6352941176470588
8420,alexnet,transfer,classify,0.001,6,RVvGV_116,1,both,496,512,0.96875,,,,Stylized ImageNet,2,116,0.5450980392156863
8421,alexnet,transfer,classify,0.001,6,RVvGV_116,2,both,390,512,0.76171875,,,,Stylized ImageNet,2,116,0.5450980392156863
8422,alexnet,transfer,classify,0.001,6,RVvGV_116,4,both,372,512,0.7265625,,,,Stylized ImageNet,2,116,0.5450980392156863
8423,alexnet,transfer,classify,0.001,6,RVvGV_116,8,both,325,512,0.634765625,,,,Stylized ImageNet,2,116,0.5450980392156863
8432,alexnet,transfer,classify,0.001,6,RVvGV_139,1,both,280,512,0.546875,,,,Stylized ImageNet,2,139,0.4549019607843138
8433,alexnet,transfer,classify,0.001,6,RVvGV_139,2,both,264,512,0.515625,,,,Stylized ImageNet,2,139,0.4549019607843138
8434,alexnet,transfer,classify,0.001,6,RVvGV_139,4,both,277,512,0.541015625,,,,Stylized ImageNet,2,139,0.4549019607843138
8435,alexnet,transfer,classify,0.001,6,RVvGV_139,8,both,290,512,0.56640625,,,,Stylized ImageNet,2,139,0.4549019607843138
8444,alexnet,transfer,classify,0.001,6,RVvGV_162,1,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
8445,alexnet,transfer,classify,0.001,6,RVvGV_162,2,both,258,512,0.50390625,,,,Stylized ImageNet,2,162,0.3647058823529412
8446,alexnet,transfer,classify,0.001,6,RVvGV_162,4,both,270,512,0.52734375,,,,Stylized ImageNet,2,162,0.3647058823529412
8447,alexnet,transfer,classify,0.001,6,RVvGV_162,8,both,279,512,0.544921875,,,,Stylized ImageNet,2,162,0.3647058823529412
8456,alexnet,transfer,classify,0.001,6,RVvGV_185,1,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
8457,alexnet,transfer,classify,0.001,6,RVvGV_185,2,both,257,512,0.501953125,,,,Stylized ImageNet,2,185,0.27450980392156865
8458,alexnet,transfer,classify,0.001,6,RVvGV_185,4,both,265,512,0.517578125,,,,Stylized ImageNet,2,185,0.27450980392156865
8459,alexnet,transfer,classify,0.001,6,RVvGV_185,8,both,262,512,0.51171875,,,,Stylized ImageNet,2,185,0.27450980392156865
8468,alexnet,transfer,classify,0.001,6,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8469,alexnet,transfer,classify,0.001,6,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8470,alexnet,transfer,classify,0.001,6,RVvGV_209,4,both,258,512,0.50390625,,,,Stylized ImageNet,2,209,0.18039215686274512
8471,alexnet,transfer,classify,0.001,6,RVvGV_209,8,both,268,512,0.5234375,,,,Stylized ImageNet,2,209,0.18039215686274512
8480,alexnet,transfer,classify,0.001,6,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
8481,alexnet,transfer,classify,0.001,6,RVvGV_232,2,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
8482,alexnet,transfer,classify,0.001,6,RVvGV_232,4,both,257,512,0.501953125,,,,Stylized ImageNet,2,232,0.09019607843137256
8483,alexnet,transfer,classify,0.001,6,RVvGV_232,8,both,258,512,0.50390625,,,,Stylized ImageNet,2,232,0.09019607843137256
8492,alexnet,transfer,classify,0.001,6,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8493,alexnet,transfer,classify,0.001,6,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8494,alexnet,transfer,classify,0.001,6,RVvGV_255,4,both,253,512,0.494140625,,,,Stylized ImageNet,2,255,0.0
8495,alexnet,transfer,classify,0.001,6,RVvGV_255,8,both,252,512,0.4921875,,,,Stylized ImageNet,2,255,0.0
8648,alexnet,transfer,classify,0.001,7,RVvGV_0,1,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
8649,alexnet,transfer,classify,0.001,7,RVvGV_0,2,both,510,512,0.99609375,,,,Stylized ImageNet,2,0,1.0
8650,alexnet,transfer,classify,0.001,7,RVvGV_0,4,both,497,512,0.970703125,,,,Stylized ImageNet,2,0,1.0
8651,alexnet,transfer,classify,0.001,7,RVvGV_0,8,both,425,512,0.830078125,,,,Stylized ImageNet,2,0,1.0
8660,alexnet,transfer,classify,0.001,7,RVvGV_23,1,both,512,512,1.0,,,,Stylized ImageNet,2,23,0.9098039215686274
8661,alexnet,transfer,classify,0.001,7,RVvGV_23,2,both,506,512,0.98828125,,,,Stylized ImageNet,2,23,0.9098039215686274
8662,alexnet,transfer,classify,0.001,7,RVvGV_23,4,both,483,512,0.943359375,,,,Stylized ImageNet,2,23,0.9098039215686274
8663,alexnet,transfer,classify,0.001,7,RVvGV_23,8,both,440,512,0.859375,,,,Stylized ImageNet,2,23,0.9098039215686274
8672,alexnet,transfer,classify,0.001,7,RVvGV_46,1,both,512,512,1.0,,,,Stylized ImageNet,2,46,0.8196078431372549
8673,alexnet,transfer,classify,0.001,7,RVvGV_46,2,both,503,512,0.982421875,,,,Stylized ImageNet,2,46,0.8196078431372549
8674,alexnet,transfer,classify,0.001,7,RVvGV_46,4,both,491,512,0.958984375,,,,Stylized ImageNet,2,46,0.8196078431372549
8675,alexnet,transfer,classify,0.001,7,RVvGV_46,8,both,414,512,0.80859375,,,,Stylized ImageNet,2,46,0.8196078431372549
8684,alexnet,transfer,classify,0.001,7,RVvGV_70,1,both,512,512,1.0,,,,Stylized ImageNet,2,70,0.7254901960784313
8685,alexnet,transfer,classify,0.001,7,RVvGV_70,2,both,492,512,0.9609375,,,,Stylized ImageNet,2,70,0.7254901960784313
8686,alexnet,transfer,classify,0.001,7,RVvGV_70,4,both,473,512,0.923828125,,,,Stylized ImageNet,2,70,0.7254901960784313
8687,alexnet,transfer,classify,0.001,7,RVvGV_70,8,both,399,512,0.779296875,,,,Stylized ImageNet,2,70,0.7254901960784313
8696,alexnet,transfer,classify,0.001,7,RVvGV_93,1,both,512,512,1.0,,,,Stylized ImageNet,2,93,0.6352941176470588
8697,alexnet,transfer,classify,0.001,7,RVvGV_93,2,both,472,512,0.921875,,,,Stylized ImageNet,2,93,0.6352941176470588
8698,alexnet,transfer,classify,0.001,7,RVvGV_93,4,both,433,512,0.845703125,,,,Stylized ImageNet,2,93,0.6352941176470588
8699,alexnet,transfer,classify,0.001,7,RVvGV_93,8,both,350,512,0.68359375,,,,Stylized ImageNet,2,93,0.6352941176470588
8708,alexnet,transfer,classify,0.001,7,RVvGV_116,1,both,505,512,0.986328125,,,,Stylized ImageNet,2,116,0.5450980392156863
