,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,rotation,discrim_pct
1439,alexnet,initialize,classify,0.001,5,TvT_90,8,both,512,512,1.0,,,,None,0,90,1.0
1592,alexnet,initialize,classify,0.001,6,TvT_4,1,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1593,alexnet,initialize,classify,0.001,6,TvT_4,2,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1594,alexnet,initialize,classify,0.001,6,TvT_4,4,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1595,alexnet,initialize,classify,0.001,6,TvT_4,8,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1604,alexnet,initialize,classify,0.001,6,TvT_8,1,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1605,alexnet,initialize,classify,0.001,6,TvT_8,2,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1606,alexnet,initialize,classify,0.001,6,TvT_8,4,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1607,alexnet,initialize,classify,0.001,6,TvT_8,8,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1616,alexnet,initialize,classify,0.001,6,TvT_16,1,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1617,alexnet,initialize,classify,0.001,6,TvT_16,2,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1618,alexnet,initialize,classify,0.001,6,TvT_16,4,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1619,alexnet,initialize,classify,0.001,6,TvT_16,8,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1628,alexnet,initialize,classify,0.001,6,TvT_25,1,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1629,alexnet,initialize,classify,0.001,6,TvT_25,2,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1630,alexnet,initialize,classify,0.001,6,TvT_25,4,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1631,alexnet,initialize,classify,0.001,6,TvT_25,8,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1640,alexnet,initialize,classify,0.001,6,TvT_33,1,both,262,512,0.51171875,,,,None,0,33,0.36666666666666664
1641,alexnet,initialize,classify,0.001,6,TvT_33,2,both,260,512,0.5078125,,,,None,0,33,0.36666666666666664
1642,alexnet,initialize,classify,0.001,6,TvT_33,4,both,258,512,0.50390625,,,,None,0,33,0.36666666666666664
1643,alexnet,initialize,classify,0.001,6,TvT_33,8,both,257,512,0.501953125,,,,None,0,33,0.36666666666666664
1652,alexnet,initialize,classify,0.001,6,TvT_41,1,both,263,512,0.513671875,,,,None,0,41,0.45555555555555555
1653,alexnet,initialize,classify,0.001,6,TvT_41,2,both,264,512,0.515625,,,,None,0,41,0.45555555555555555
1654,alexnet,initialize,classify,0.001,6,TvT_41,4,both,267,512,0.521484375,,,,None,0,41,0.45555555555555555
1655,alexnet,initialize,classify,0.001,6,TvT_41,8,both,261,512,0.509765625,,,,None,0,41,0.45555555555555555
1664,alexnet,initialize,classify,0.001,6,TvT_49,1,both,327,512,0.638671875,,,,None,0,49,0.5444444444444444
1665,alexnet,initialize,classify,0.001,6,TvT_49,2,both,318,512,0.62109375,,,,None,0,49,0.5444444444444444
1666,alexnet,initialize,classify,0.001,6,TvT_49,4,both,301,512,0.587890625,,,,None,0,49,0.5444444444444444
1667,alexnet,initialize,classify,0.001,6,TvT_49,8,both,284,512,0.5546875,,,,None,0,49,0.5444444444444444
1676,alexnet,initialize,classify,0.001,6,TvT_57,1,both,479,512,0.935546875,,,,None,0,57,0.6333333333333333
1677,alexnet,initialize,classify,0.001,6,TvT_57,2,both,469,512,0.916015625,,,,None,0,57,0.6333333333333333
1678,alexnet,initialize,classify,0.001,6,TvT_57,4,both,448,512,0.875,,,,None,0,57,0.6333333333333333
1679,alexnet,initialize,classify,0.001,6,TvT_57,8,both,393,512,0.767578125,,,,None,0,57,0.6333333333333333
1688,alexnet,initialize,classify,0.001,6,TvT_65,1,both,512,512,1.0,,,,None,0,65,0.7222222222222222
1689,alexnet,initialize,classify,0.001,6,TvT_65,2,both,511,512,0.998046875,,,,None,0,65,0.7222222222222222
1690,alexnet,initialize,classify,0.001,6,TvT_65,4,both,499,512,0.974609375,,,,None,0,65,0.7222222222222222
1691,alexnet,initialize,classify,0.001,6,TvT_65,8,both,487,512,0.951171875,,,,None,0,65,0.7222222222222222
1700,alexnet,initialize,classify,0.001,6,TvT_74,1,both,512,512,1.0,,,,None,0,74,0.8222222222222222
1701,alexnet,initialize,classify,0.001,6,TvT_74,2,both,512,512,1.0,,,,None,0,74,0.8222222222222222
1702,alexnet,initialize,classify,0.001,6,TvT_74,4,both,511,512,0.998046875,,,,None,0,74,0.8222222222222222
1703,alexnet,initialize,classify,0.001,6,TvT_74,8,both,512,512,1.0,,,,None,0,74,0.8222222222222222
1712,alexnet,initialize,classify,0.001,6,TvT_82,1,both,512,512,1.0,,,,None,0,82,0.9111111111111111
1713,alexnet,initialize,classify,0.001,6,TvT_82,2,both,512,512,1.0,,,,None,0,82,0.9111111111111111
1714,alexnet,initialize,classify,0.001,6,TvT_82,4,both,512,512,1.0,,,,None,0,82,0.9111111111111111
1715,alexnet,initialize,classify,0.001,6,TvT_82,8,both,512,512,1.0,,,,None,0,82,0.9111111111111111
1724,alexnet,initialize,classify,0.001,6,TvT_90,1,both,512,512,1.0,,,,None,0,90,1.0
1725,alexnet,initialize,classify,0.001,6,TvT_90,2,both,512,512,1.0,,,,None,0,90,1.0
1726,alexnet,initialize,classify,0.001,6,TvT_90,4,both,512,512,1.0,,,,None,0,90,1.0
1727,alexnet,initialize,classify,0.001,6,TvT_90,8,both,512,512,1.0,,,,None,0,90,1.0
1880,alexnet,initialize,classify,0.001,7,TvT_4,1,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1881,alexnet,initialize,classify,0.001,7,TvT_4,2,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1882,alexnet,initialize,classify,0.001,7,TvT_4,4,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1883,alexnet,initialize,classify,0.001,7,TvT_4,8,both,256,512,0.5,,,,None,0,4,0.044444444444444446
1892,alexnet,initialize,classify,0.001,7,TvT_8,1,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1893,alexnet,initialize,classify,0.001,7,TvT_8,2,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1894,alexnet,initialize,classify,0.001,7,TvT_8,4,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1895,alexnet,initialize,classify,0.001,7,TvT_8,8,both,256,512,0.5,,,,None,0,8,0.08888888888888889
1904,alexnet,initialize,classify,0.001,7,TvT_16,1,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1905,alexnet,initialize,classify,0.001,7,TvT_16,2,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1906,alexnet,initialize,classify,0.001,7,TvT_16,4,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1907,alexnet,initialize,classify,0.001,7,TvT_16,8,both,256,512,0.5,,,,None,0,16,0.17777777777777778
1916,alexnet,initialize,classify,0.001,7,TvT_25,1,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1917,alexnet,initialize,classify,0.001,7,TvT_25,2,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1918,alexnet,initialize,classify,0.001,7,TvT_25,4,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1919,alexnet,initialize,classify,0.001,7,TvT_25,8,both,256,512,0.5,,,,None,0,25,0.2777777777777778
1928,alexnet,initialize,classify,0.001,7,TvT_33,1,both,256,512,0.5,,,,None,0,33,0.36666666666666664
1929,alexnet,initialize,classify,0.001,7,TvT_33,2,both,256,512,0.5,,,,None,0,33,0.36666666666666664
1930,alexnet,initialize,classify,0.001,7,TvT_33,4,both,256,512,0.5,,,,None,0,33,0.36666666666666664
1931,alexnet,initialize,classify,0.001,7,TvT_33,8,both,256,512,0.5,,,,None,0,33,0.36666666666666664
1940,alexnet,initialize,classify,0.001,7,TvT_41,1,both,256,512,0.5,,,,None,0,41,0.45555555555555555
1941,alexnet,initialize,classify,0.001,7,TvT_41,2,both,258,512,0.50390625,,,,None,0,41,0.45555555555555555
1942,alexnet,initialize,classify,0.001,7,TvT_41,4,both,258,512,0.50390625,,,,None,0,41,0.45555555555555555
1943,alexnet,initialize,classify,0.001,7,TvT_41,8,both,258,512,0.50390625,,,,None,0,41,0.45555555555555555
1952,alexnet,initialize,classify,0.001,7,TvT_49,1,both,333,512,0.650390625,,,,None,0,49,0.5444444444444444
1953,alexnet,initialize,classify,0.001,7,TvT_49,2,both,321,512,0.626953125,,,,None,0,49,0.5444444444444444
1954,alexnet,initialize,classify,0.001,7,TvT_49,4,both,311,512,0.607421875,,,,None,0,49,0.5444444444444444
1955,alexnet,initialize,classify,0.001,7,TvT_49,8,both,305,512,0.595703125,,,,None,0,49,0.5444444444444444
1964,alexnet,initialize,classify,0.001,7,TvT_57,1,both,511,512,0.998046875,,,,None,0,57,0.6333333333333333
1965,alexnet,initialize,classify,0.001,7,TvT_57,2,both,507,512,0.990234375,,,,None,0,57,0.6333333333333333
1966,alexnet,initialize,classify,0.001,7,TvT_57,4,both,501,512,0.978515625,,,,None,0,57,0.6333333333333333
1967,alexnet,initialize,classify,0.001,7,TvT_57,8,both,499,512,0.974609375,,,,None,0,57,0.6333333333333333
1976,alexnet,initialize,classify,0.001,7,TvT_65,1,both,512,512,1.0,,,,None,0,65,0.7222222222222222
1977,alexnet,initialize,classify,0.001,7,TvT_65,2,both,512,512,1.0,,,,None,0,65,0.7222222222222222
1978,alexnet,initialize,classify,0.001,7,TvT_65,4,both,512,512,1.0,,,,None,0,65,0.7222222222222222
1979,alexnet,initialize,classify,0.001,7,TvT_65,8,both,511,512,0.998046875,,,,None,0,65,0.7222222222222222
1988,alexnet,initialize,classify,0.001,7,TvT_74,1,both,512,512,1.0,,,,None,0,74,0.8222222222222222
1989,alexnet,initialize,classify,0.001,7,TvT_74,2,both,512,512,1.0,,,,None,0,74,0.8222222222222222
1990,alexnet,initialize,classify,0.001,7,TvT_74,4,both,512,512,1.0,,,,None,0,74,0.8222222222222222
1991,alexnet,initialize,classify,0.001,7,TvT_74,8,both,512,512,1.0,,,,None,0,74,0.8222222222222222
2000,alexnet,initialize,classify,0.001,7,TvT_82,1,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2001,alexnet,initialize,classify,0.001,7,TvT_82,2,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2002,alexnet,initialize,classify,0.001,7,TvT_82,4,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2003,alexnet,initialize,classify,0.001,7,TvT_82,8,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2012,alexnet,initialize,classify,0.001,7,TvT_90,1,both,512,512,1.0,,,,None,0,90,1.0
2013,alexnet,initialize,classify,0.001,7,TvT_90,2,both,512,512,1.0,,,,None,0,90,1.0
2014,alexnet,initialize,classify,0.001,7,TvT_90,4,both,512,512,1.0,,,,None,0,90,1.0
2015,alexnet,initialize,classify,0.001,7,TvT_90,8,both,512,512,1.0,,,,None,0,90,1.0
2168,alexnet,initialize,classify,0.001,8,TvT_4,1,both,256,512,0.5,,,,None,0,4,0.044444444444444446
2169,alexnet,initialize,classify,0.001,8,TvT_4,2,both,256,512,0.5,,,,None,0,4,0.044444444444444446
2170,alexnet,initialize,classify,0.001,8,TvT_4,4,both,256,512,0.5,,,,None,0,4,0.044444444444444446
2171,alexnet,initialize,classify,0.001,8,TvT_4,8,both,256,512,0.5,,,,None,0,4,0.044444444444444446
2180,alexnet,initialize,classify,0.001,8,TvT_8,1,both,256,512,0.5,,,,None,0,8,0.08888888888888889
2181,alexnet,initialize,classify,0.001,8,TvT_8,2,both,256,512,0.5,,,,None,0,8,0.08888888888888889
2182,alexnet,initialize,classify,0.001,8,TvT_8,4,both,256,512,0.5,,,,None,0,8,0.08888888888888889
2183,alexnet,initialize,classify,0.001,8,TvT_8,8,both,256,512,0.5,,,,None,0,8,0.08888888888888889
2192,alexnet,initialize,classify,0.001,8,TvT_16,1,both,256,512,0.5,,,,None,0,16,0.17777777777777778
2193,alexnet,initialize,classify,0.001,8,TvT_16,2,both,258,512,0.50390625,,,,None,0,16,0.17777777777777778
2194,alexnet,initialize,classify,0.001,8,TvT_16,4,both,257,512,0.501953125,,,,None,0,16,0.17777777777777778
2195,alexnet,initialize,classify,0.001,8,TvT_16,8,both,256,512,0.5,,,,None,0,16,0.17777777777777778
2204,alexnet,initialize,classify,0.001,8,TvT_25,1,both,272,512,0.53125,,,,None,0,25,0.2777777777777778
2205,alexnet,initialize,classify,0.001,8,TvT_25,2,both,286,512,0.55859375,,,,None,0,25,0.2777777777777778
2206,alexnet,initialize,classify,0.001,8,TvT_25,4,both,265,512,0.517578125,,,,None,0,25,0.2777777777777778
2207,alexnet,initialize,classify,0.001,8,TvT_25,8,both,266,512,0.51953125,,,,None,0,25,0.2777777777777778
2216,alexnet,initialize,classify,0.001,8,TvT_33,1,both,389,512,0.759765625,,,,None,0,33,0.36666666666666664
2217,alexnet,initialize,classify,0.001,8,TvT_33,2,both,398,512,0.77734375,,,,None,0,33,0.36666666666666664
2218,alexnet,initialize,classify,0.001,8,TvT_33,4,both,361,512,0.705078125,,,,None,0,33,0.36666666666666664
2219,alexnet,initialize,classify,0.001,8,TvT_33,8,both,331,512,0.646484375,,,,None,0,33,0.36666666666666664
2228,alexnet,initialize,classify,0.001,8,TvT_41,1,both,473,512,0.923828125,,,,None,0,41,0.45555555555555555
2229,alexnet,initialize,classify,0.001,8,TvT_41,2,both,483,512,0.943359375,,,,None,0,41,0.45555555555555555
2230,alexnet,initialize,classify,0.001,8,TvT_41,4,both,455,512,0.888671875,,,,None,0,41,0.45555555555555555
2231,alexnet,initialize,classify,0.001,8,TvT_41,8,both,423,512,0.826171875,,,,None,0,41,0.45555555555555555
2240,alexnet,initialize,classify,0.001,8,TvT_49,1,both,511,512,0.998046875,,,,None,0,49,0.5444444444444444
2241,alexnet,initialize,classify,0.001,8,TvT_49,2,both,511,512,0.998046875,,,,None,0,49,0.5444444444444444
2242,alexnet,initialize,classify,0.001,8,TvT_49,4,both,503,512,0.982421875,,,,None,0,49,0.5444444444444444
2243,alexnet,initialize,classify,0.001,8,TvT_49,8,both,493,512,0.962890625,,,,None,0,49,0.5444444444444444
2252,alexnet,initialize,classify,0.001,8,TvT_57,1,both,512,512,1.0,,,,None,0,57,0.6333333333333333
2253,alexnet,initialize,classify,0.001,8,TvT_57,2,both,512,512,1.0,,,,None,0,57,0.6333333333333333
2254,alexnet,initialize,classify,0.001,8,TvT_57,4,both,512,512,1.0,,,,None,0,57,0.6333333333333333
2255,alexnet,initialize,classify,0.001,8,TvT_57,8,both,512,512,1.0,,,,None,0,57,0.6333333333333333
2264,alexnet,initialize,classify,0.001,8,TvT_65,1,both,512,512,1.0,,,,None,0,65,0.7222222222222222
2265,alexnet,initialize,classify,0.001,8,TvT_65,2,both,512,512,1.0,,,,None,0,65,0.7222222222222222
2266,alexnet,initialize,classify,0.001,8,TvT_65,4,both,512,512,1.0,,,,None,0,65,0.7222222222222222
2267,alexnet,initialize,classify,0.001,8,TvT_65,8,both,512,512,1.0,,,,None,0,65,0.7222222222222222
2276,alexnet,initialize,classify,0.001,8,TvT_74,1,both,512,512,1.0,,,,None,0,74,0.8222222222222222
2277,alexnet,initialize,classify,0.001,8,TvT_74,2,both,512,512,1.0,,,,None,0,74,0.8222222222222222
2278,alexnet,initialize,classify,0.001,8,TvT_74,4,both,512,512,1.0,,,,None,0,74,0.8222222222222222
2279,alexnet,initialize,classify,0.001,8,TvT_74,8,both,512,512,1.0,,,,None,0,74,0.8222222222222222
2288,alexnet,initialize,classify,0.001,8,TvT_82,1,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2289,alexnet,initialize,classify,0.001,8,TvT_82,2,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2290,alexnet,initialize,classify,0.001,8,TvT_82,4,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2291,alexnet,initialize,classify,0.001,8,TvT_82,8,both,512,512,1.0,,,,None,0,82,0.9111111111111111
2300,alexnet,initialize,classify,0.001,8,TvT_90,1,both,512,512,1.0,,,,None,0,90,1.0
2301,alexnet,initialize,classify,0.001,8,TvT_90,2,both,512,512,1.0,,,,None,0,90,1.0
2302,alexnet,initialize,classify,0.001,8,TvT_90,4,both,512,512,1.0,,,,None,0,90,1.0
2303,alexnet,initialize,classify,0.001,8,TvT_90,8,both,512,512,1.0,,,,None,0,90,1.0
2456,alexnet,transfer,classify,0.001,1,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2457,alexnet,transfer,classify,0.001,1,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2458,alexnet,transfer,classify,0.001,1,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2459,alexnet,transfer,classify,0.001,1,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2468,alexnet,transfer,classify,0.001,1,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
2469,alexnet,transfer,classify,0.001,1,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
2470,alexnet,transfer,classify,0.001,1,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
2471,alexnet,transfer,classify,0.001,1,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
2480,alexnet,transfer,classify,0.001,1,TvT_16,1,both,266,512,0.51953125,,,,search stimuli (classify),1,16,0.17777777777777778
2481,alexnet,transfer,classify,0.001,1,TvT_16,2,both,257,512,0.501953125,,,,search stimuli (classify),1,16,0.17777777777777778
2482,alexnet,transfer,classify,0.001,1,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
2483,alexnet,transfer,classify,0.001,1,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
2492,alexnet,transfer,classify,0.001,1,TvT_25,1,both,413,512,0.806640625,,,,search stimuli (classify),1,25,0.2777777777777778
2493,alexnet,transfer,classify,0.001,1,TvT_25,2,both,320,512,0.625,,,,search stimuli (classify),1,25,0.2777777777777778
2494,alexnet,transfer,classify,0.001,1,TvT_25,4,both,270,512,0.52734375,,,,search stimuli (classify),1,25,0.2777777777777778
2495,alexnet,transfer,classify,0.001,1,TvT_25,8,both,264,512,0.515625,,,,search stimuli (classify),1,25,0.2777777777777778
2504,alexnet,transfer,classify,0.001,1,TvT_33,1,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
2505,alexnet,transfer,classify,0.001,1,TvT_33,2,both,469,512,0.916015625,,,,search stimuli (classify),1,33,0.36666666666666664
2506,alexnet,transfer,classify,0.001,1,TvT_33,4,both,369,512,0.720703125,,,,search stimuli (classify),1,33,0.36666666666666664
2507,alexnet,transfer,classify,0.001,1,TvT_33,8,both,318,512,0.62109375,,,,search stimuli (classify),1,33,0.36666666666666664
2516,alexnet,transfer,classify,0.001,1,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
2517,alexnet,transfer,classify,0.001,1,TvT_41,2,both,506,512,0.98828125,,,,search stimuli (classify),1,41,0.45555555555555555
2518,alexnet,transfer,classify,0.001,1,TvT_41,4,both,451,512,0.880859375,,,,search stimuli (classify),1,41,0.45555555555555555
2519,alexnet,transfer,classify,0.001,1,TvT_41,8,both,414,512,0.80859375,,,,search stimuli (classify),1,41,0.45555555555555555
2528,alexnet,transfer,classify,0.001,1,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
2529,alexnet,transfer,classify,0.001,1,TvT_49,2,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
2530,alexnet,transfer,classify,0.001,1,TvT_49,4,both,486,512,0.94921875,,,,search stimuli (classify),1,49,0.5444444444444444
2531,alexnet,transfer,classify,0.001,1,TvT_49,8,both,460,512,0.8984375,,,,search stimuli (classify),1,49,0.5444444444444444
2540,alexnet,transfer,classify,0.001,1,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
2541,alexnet,transfer,classify,0.001,1,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
2542,alexnet,transfer,classify,0.001,1,TvT_57,4,both,508,512,0.9921875,,,,search stimuli (classify),1,57,0.6333333333333333
2543,alexnet,transfer,classify,0.001,1,TvT_57,8,both,498,512,0.97265625,,,,search stimuli (classify),1,57,0.6333333333333333
2552,alexnet,transfer,classify,0.001,1,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
2553,alexnet,transfer,classify,0.001,1,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
2554,alexnet,transfer,classify,0.001,1,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
2555,alexnet,transfer,classify,0.001,1,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
2564,alexnet,transfer,classify,0.001,1,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
2565,alexnet,transfer,classify,0.001,1,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
2566,alexnet,transfer,classify,0.001,1,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
2567,alexnet,transfer,classify,0.001,1,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
2576,alexnet,transfer,classify,0.001,1,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
2577,alexnet,transfer,classify,0.001,1,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
2578,alexnet,transfer,classify,0.001,1,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
2579,alexnet,transfer,classify,0.001,1,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
2588,alexnet,transfer,classify,0.001,1,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
2589,alexnet,transfer,classify,0.001,1,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
2590,alexnet,transfer,classify,0.001,1,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
2591,alexnet,transfer,classify,0.001,1,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
2744,alexnet,transfer,classify,0.001,2,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2745,alexnet,transfer,classify,0.001,2,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2746,alexnet,transfer,classify,0.001,2,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2747,alexnet,transfer,classify,0.001,2,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
2756,alexnet,transfer,classify,0.001,2,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
