,net_name,method,source_dataset,net_number,intercept,intercept_stderr,pvalue,rvalue,slope,stderr
35,VGG16,transfer,search stimuli (classify),4,-0.5695044323960627,0.0345476853825597,0.03522745629805501,0.964772543701945,0.3181400258480407,0.06134443366799273
36,VGG16,transfer,search stimuli (classify),5,-0.5753412888469727,0.04783572068484865,0.0871574892829573,0.9128425107170427,0.26855139855688737,0.08493927051893589
37,VGG16,transfer,search stimuli (classify),6,-0.5779958795334414,0.051248318659286134,0.09184270139762209,0.9081572986023779,0.279178835622196,0.09099883392413256
38,VGG16,transfer,search stimuli (classify),7,-0.5769297663053363,0.04900017119397031,0.06906143010475438,0.9309385698952456,0.3136807099509326,0.0870069215417316
39,VGG16,transfer,search stimuli (classify),8,-0.5649291290348117,0.026167149893099543,0.028800647005485125,0.9711993529945149,0.26783640913125195,0.046463575580319674
40,VGG16,transfer,ImageNet,1,-0.15783752140816268,0.006785374438118168,0.022847958019918128,0.9771520419800819,0.07833636867672163,0.012048417933716665
41,VGG16,transfer,ImageNet,2,-0.13962661812927618,0.01604584141213834,0.1584785129292023,0.8415214870707977,0.06276612529648957,0.028491722187876448
42,VGG16,transfer,ImageNet,3,-0.13689400435793908,0.015169913672862856,0.25626045093218314,0.7437395490678168,0.042383184715553725,0.026936385252711893
43,VGG16,transfer,ImageNet,4,-0.1726314906337053,0.004934252586228368,0.006668607658891988,0.993331392341108,0.10675283194581042,0.008761482198451725
44,VGG16,transfer,ImageNet,5,-0.13384257348388318,0.00722805324577126,0.055951367162285534,0.9440486328377145,0.051955077868612094,0.012834458458619963
45,VGG16,transfer,ImageNet,6,-0.1726067750984898,0.013563929698926424,0.03832289583618585,0.9616771041638141,0.11946566059610034,0.02408472742759066
46,VGG16,transfer,ImageNet,7,-0.1771512791277568,0.011795842262514815,0.05287640931074777,0.9471235906892522,0.0874337441763231,0.020945231358284754
47,VGG16,transfer,ImageNet,8,-0.2000608581002699,0.013843837640940255,0.033319960801058694,0.9666800391989413,0.13127781985975984,0.024581744637046897
48,VGG16,transfer,Stylized ImageNet,1,-0.06181643712618817,0.0862370243247703,0.10886727913465362,-0.8911327208653463,-0.4253022372707004,0.15312636316546163
49,VGG16,transfer,Stylized ImageNet,2,-0.04835544560038582,0.06426359289931745,0.06451361396946242,-0.9354863860305376,-0.4272213339394952,0.1141093438887564
50,VGG16,transfer,Stylized ImageNet,3,-0.07432517372451208,0.08554756534793177,0.12737026955566208,-0.8726297304443379,-0.3838387990306164,0.15190212860377883
51,VGG16,transfer,Stylized ImageNet,4,-0.03404549258902173,0.06000397494166464,0.049143035868338895,-0.9508569641316611,-0.46272473012574067,0.1065457734683156
52,VGG16,transfer,Stylized ImageNet,5,-0.0777009242616126,0.09709563981776032,0.20343580380350237,-0.7965641961964975,-0.32125999506056424,0.17240741225629974
53,VGG16,transfer,Stylized ImageNet,6,-0.026610262376675936,0.058281855416749975,0.043760242003509704,-0.9562397579964903,-0.47832212628454845,0.10348790010300433
54,VGG16,transfer,Stylized ImageNet,7,-0.06932864973525904,0.0833998740811921,0.11992517914467912,-0.8800748208553208,-0.3881623778494175,0.14808859079385225
55,VGG16,transfer,Stylized ImageNet,8,-0.08987378095363066,0.11834757377849481,0.2677903012930789,-0.732209698706921,-0.3194981770405932,0.2101433079822972
56,VGG16,transfer,"DomainNet, Clipart domain",1,-0.46116860713353836,0.0599793453441222,0.0724991942937474,0.9275008057062526,0.3737002134587237,0.10650204004027315
57,VGG16,transfer,"DomainNet, Clipart domain",2,-0.5309406065024785,0.0744776782833245,0.08522402902444645,0.9147759709755535,0.42351818807658137,0.13224593614899338
58,VGG16,transfer,"DomainNet, Clipart domain",3,-0.6483645420931826,0.09605621291525486,0.06848697350014218,0.9315130264998578,0.6177784973767619,0.17056175880752597
59,VGG16,transfer,"DomainNet, Clipart domain",4,-0.6488235589064832,0.10316329143594782,0.07448992413618383,0.9255100758638162,0.6330760451623546,0.18318140906942038
60,VGG16,transfer,"DomainNet, Clipart domain",5,-0.45742160789986974,0.05942438817698156,0.09655248309750829,0.9034475169024917,0.3144753969088804,0.10551663297895315
61,VGG16,transfer,"DomainNet, Clipart domain",6,-0.5109465998596885,0.06720777112939116,0.08370766525560112,0.9162923347443989,0.3861101815167379,0.11933715999688503
62,VGG16,transfer,"DomainNet, Clipart domain",7,-0.5558413598509544,0.07451981543786014,0.06991850664092068,0.9300814933590793,0.4737836634145951,0.1323207567875614
63,VGG16,transfer,"DomainNet, Clipart domain",8,-0.5737058421046497,0.08802164783459666,0.09900439412652927,0.9009956058734707,0.45905590600801577,0.15629522143508537
