method,mode,loss_func,net_name,replicate,vsd_score_bin,acc,n_trials,pred
initialize,classify,CE-largest,CORnet_S,4,1.0,0.504885993485342,307,0.5241560945886701
initialize,classify,CE-largest,CORnet_S,4,2.0,0.4855072463768116,276,0.4953472132582062
initialize,classify,CE-largest,CORnet_S,4,3.0,0.4485981308411215,214,0.46653833192774236
initialize,classify,CE-largest,CORnet_S,4,4.0,0.44324324324324327,185,0.4377294505972785
initialize,classify,CE-largest,CORnet_S,4,5.0,0.4397590361445783,166,0.40892056926681475
initialize,classify,CE-largest,CORnet_S,4,6.0,0.4041095890410959,146,0.38011168793635086
initialize,classify,CE-largest,CORnet_S,4,7.0,0.3504273504273504,117,0.3513028066058871
transfer,classify,CE-largest,CORnet_S,4,0.0,0.9309309309309309,333,0.9385433024314462
transfer,classify,CE-largest,CORnet_S,4,1.0,0.8729641693811075,307,0.8984173242300236
transfer,classify,CE-largest,CORnet_S,4,2.0,0.855072463768116,276,0.8582913460286011
transfer,classify,CE-largest,CORnet_S,4,3.0,0.8317757009345794,214,0.8181653678271785
transfer,classify,CE-largest,CORnet_S,4,4.0,0.7945945945945946,185,0.778039389625756
transfer,classify,CE-largest,CORnet_S,4,5.0,0.7289156626506024,166,0.7379134114243334
transfer,classify,CE-largest,CORnet_S,4,6.0,0.7808219178082192,146,0.6977874332229108
transfer,classify,CE-largest,CORnet_S,4,7.0,0.5897435897435898,117,0.6576614550214883
transfer,classify,CE-random,CORnet_S,4,0.0,0.8918918918918919,333,0.871714915078324
transfer,classify,CE-random,CORnet_S,4,1.0,0.8371335504885994,307,0.8297601350614441
transfer,classify,CE-random,CORnet_S,4,2.0,0.7862318840579711,276,0.7878053550445642
transfer,classify,CE-random,CORnet_S,4,3.0,0.7336448598130841,214,0.7458505750276843
transfer,classify,CE-random,CORnet_S,4,4.0,0.6648648648648648,185,0.7038957950108045
transfer,classify,CE-random,CORnet_S,4,5.0,0.6686746987951807,166,0.6619410149939245
transfer,classify,CE-random,CORnet_S,4,6.0,0.678082191780822,146,0.6199862349770446
transfer,classify,CE-random,CORnet_S,4,7.0,0.5384615384615384,117,0.5780314549601648
initialize,classify,CE-largest,CORnet_S,5,0.0,0.5795795795795796,333,0.550527957076386
initialize,classify,CE-largest,CORnet_S,5,1.0,0.5472312703583062,307,0.5217190757459222
initialize,classify,CE-largest,CORnet_S,5,2.0,0.5217391304347826,276,0.49291019441545836
initialize,classify,CE-largest,CORnet_S,5,3.0,0.4485981308411215,214,0.4641013130849945
initialize,classify,CE-largest,CORnet_S,5,4.0,0.40540540540540543,185,0.4352924317545307
initialize,classify,CE-largest,CORnet_S,5,5.0,0.42771084337349397,166,0.4064835504240669
initialize,classify,CE-largest,CORnet_S,5,6.0,0.3767123287671233,146,0.37767466909360303
initialize,classify,CE-largest,CORnet_S,5,7.0,0.2905982905982906,117,0.34886578776313926
transfer,classify,CE-largest,CORnet_S,5,0.0,0.933933933933934,333,0.9354701408278512
transfer,classify,CE-largest,CORnet_S,5,1.0,0.8762214983713354,307,0.8953441626264286
transfer,classify,CE-largest,CORnet_S,5,2.0,0.8659420289855072,276,0.855218184425006
transfer,classify,CE-largest,CORnet_S,5,3.0,0.8130841121495327,214,0.8150922062235835
transfer,classify,CE-largest,CORnet_S,5,4.0,0.7945945945945946,185,0.7749662280221609
transfer,classify,CE-largest,CORnet_S,5,5.0,0.7469879518072289,166,0.7348402498207383
transfer,classify,CE-largest,CORnet_S,5,6.0,0.7397260273972602,146,0.6947142716193158
transfer,classify,CE-largest,CORnet_S,5,7.0,0.5897435897435898,117,0.6545882934178932
transfer,classify,CE-random,CORnet_S,5,0.0,0.9219219219219219,333,0.9173229835400206
transfer,classify,CE-random,CORnet_S,5,1.0,0.8827361563517915,307,0.8753682035231407
transfer,classify,CE-random,CORnet_S,5,2.0,0.8623188405797102,276,0.8334134235062608
transfer,classify,CE-random,CORnet_S,5,3.0,0.794392523364486,214,0.7914586434893809
transfer,classify,CE-random,CORnet_S,5,4.0,0.7297297297297297,185,0.7495038634725011
transfer,classify,CE-random,CORnet_S,5,5.0,0.7168674698795181,166,0.7075490834556212
transfer,classify,CE-random,CORnet_S,5,6.0,0.6917808219178082,146,0.6655943034387413
transfer,classify,CE-random,CORnet_S,5,7.0,0.5641025641025641,117,0.6236395234218615
initialize,classify,CE-largest,CORnet_S,6,0.0,0.5615615615615616,333,0.5859003812320104
initialize,classify,CE-largest,CORnet_S,6,1.0,0.5439739413680782,307,0.5570914999015466
initialize,classify,CE-largest,CORnet_S,6,2.0,0.5,276,0.5282826185710827
initialize,classify,CE-largest,CORnet_S,6,3.0,0.4392523364485981,214,0.4994737372406189
initialize,classify,CE-largest,CORnet_S,6,4.0,0.5351351351351351,185,0.47066485591015506
initialize,classify,CE-largest,CORnet_S,6,5.0,0.4759036144578313,166,0.4418559745796913
initialize,classify,CE-largest,CORnet_S,6,6.0,0.4657534246575342,146,0.4130470932492274
initialize,classify,CE-largest,CORnet_S,6,7.0,0.358974358974359,117,0.3842382119187636
transfer,classify,CE-largest,CORnet_S,6,0.0,0.9219219219219219,333,0.9534238978317912
transfer,classify,CE-largest,CORnet_S,6,1.0,0.8892508143322475,307,0.9132979196303685
transfer,classify,CE-largest,CORnet_S,6,2.0,0.894927536231884,276,0.873171941428946
transfer,classify,CE-largest,CORnet_S,6,3.0,0.8364485981308412,214,0.8330459632275234
transfer,classify,CE-largest,CORnet_S,6,4.0,0.8216216216216217,185,0.7929199850261008
transfer,classify,CE-largest,CORnet_S,6,5.0,0.7349397590361446,166,0.7527940068246783
transfer,classify,CE-largest,CORnet_S,6,6.0,0.7808219178082192,146,0.7126680286232557
transfer,classify,CE-largest,CORnet_S,6,7.0,0.6239316239316239,117,0.6725420504218331
transfer,classify,CE-random,CORnet_S,6,0.0,0.8948948948948949,333,0.8840348688387751
transfer,classify,CE-random,CORnet_S,6,1.0,0.8403908794788274,307,0.8420800888218952
transfer,classify,CE-random,CORnet_S,6,2.0,0.7934782608695652,276,0.8001253088050153
transfer,classify,CE-random,CORnet_S,6,3.0,0.7710280373831776,214,0.7581705287881355
transfer,classify,CE-random,CORnet_S,6,4.0,0.6810810810810811,185,0.7162157487712556
transfer,classify,CE-random,CORnet_S,6,5.0,0.6506024096385542,166,0.6742609687543757
transfer,classify,CE-random,CORnet_S,6,6.0,0.6506849315068494,146,0.6323061887374958
transfer,classify,CE-random,CORnet_S,6,7.0,0.6153846153846154,117,0.5903514087206159
initialize,classify,CE-largest,CORnet_S,7,0.0,0.5615615615615616,333,0.5790451480044109
initialize,classify,CE-largest,CORnet_S,7,1.0,0.5863192182410424,307,0.5502362666739471
initialize,classify,CE-largest,CORnet_S,7,2.0,0.5144927536231884,276,0.5214273853434832
initialize,classify,CE-largest,CORnet_S,7,3.0,0.5186915887850467,214,0.4926185040130194
initialize,classify,CE-largest,CORnet_S,7,4.0,0.44324324324324327,185,0.46380962268255554
initialize,classify,CE-largest,CORnet_S,7,5.0,0.4759036144578313,166,0.43500074135209177
initialize,classify,CE-largest,CORnet_S,7,6.0,0.4178082191780822,146,0.4061918600216279
initialize,classify,CE-largest,CORnet_S,7,7.0,0.3076923076923077,117,0.3773829786911641
transfer,classify,CE-largest,CORnet_S,7,0.0,0.9219219219219219,333,0.9299566845364249
transfer,classify,CE-largest,CORnet_S,7,1.0,0.8729641693811075,307,0.8898307063350023
transfer,classify,CE-largest,CORnet_S,7,2.0,0.8514492753623188,276,0.8497047281335797
transfer,classify,CE-largest,CORnet_S,7,3.0,0.8271028037383178,214,0.8095787499321572
transfer,classify,CE-largest,CORnet_S,7,4.0,0.7945945945945946,185,0.7694527717307346
transfer,classify,CE-largest,CORnet_S,7,5.0,0.7168674698795181,166,0.7293267935293121
transfer,classify,CE-largest,CORnet_S,7,6.0,0.7671232876712328,146,0.6892008153278895
transfer,classify,CE-largest,CORnet_S,7,7.0,0.5641025641025641,117,0.6490748371264669
transfer,classify,CE-random,CORnet_S,7,0.0,0.8978978978978979,333,0.8876669633256629
transfer,classify,CE-random,CORnet_S,7,1.0,0.8273615635179153,307,0.845712183308783
transfer,classify,CE-random,CORnet_S,7,2.0,0.8333333333333334,276,0.803757403291903
transfer,classify,CE-random,CORnet_S,7,3.0,0.7710280373831776,214,0.7618026232750231
transfer,classify,CE-random,CORnet_S,7,4.0,0.6972972972972973,185,0.7198478432581432
transfer,classify,CE-random,CORnet_S,7,5.0,0.6626506024096386,166,0.6778930632412634
transfer,classify,CE-random,CORnet_S,7,6.0,0.6643835616438356,146,0.6359382832243834
transfer,classify,CE-random,CORnet_S,7,7.0,0.5726495726495726,117,0.5939835032075036
initialize,classify,CE-largest,CORnet_S,8,0.0,0.6096096096096096,333,0.5833791712515636
initialize,classify,CE-largest,CORnet_S,8,1.0,0.5309446254071661,307,0.5545702899210998
initialize,classify,CE-largest,CORnet_S,8,2.0,0.4855072463768116,276,0.5257614085906359
initialize,classify,CE-largest,CORnet_S,8,3.0,0.49065420560747663,214,0.4969525272601721
initialize,classify,CE-largest,CORnet_S,8,4.0,0.4594594594594595,185,0.46814364592970825
initialize,classify,CE-largest,CORnet_S,8,5.0,0.4457831325301205,166,0.4393347645992445
initialize,classify,CE-largest,CORnet_S,8,6.0,0.4794520547945205,146,0.4105258832687806
initialize,classify,CE-largest,CORnet_S,8,7.0,0.358974358974359,117,0.3817170019383168
transfer,classify,CE-largest,CORnet_S,8,0.0,0.8828828828828829,333,0.8843813755561505
transfer,classify,CE-largest,CORnet_S,8,1.0,0.8534201954397395,307,0.8442553973547279
transfer,classify,CE-largest,CORnet_S,8,2.0,0.8260869565217391,276,0.8041294191533054
transfer,classify,CE-largest,CORnet_S,8,3.0,0.7616822429906542,214,0.7640034409518828
transfer,classify,CE-largest,CORnet_S,8,4.0,0.7567567567567568,185,0.7238774627504603
transfer,classify,CE-largest,CORnet_S,8,5.0,0.6746987951807228,166,0.6837514845490377
transfer,classify,CE-largest,CORnet_S,8,6.0,0.6575342465753424,146,0.6436255063476151
transfer,classify,CE-largest,CORnet_S,8,7.0,0.5384615384615384,117,0.6034995281461926
transfer,classify,CE-random,CORnet_S,8,0.0,0.9039039039039038,333,0.8815792805814872
transfer,classify,CE-random,CORnet_S,8,1.0,0.8436482084690554,307,0.8396245005646072
transfer,classify,CE-random,CORnet_S,8,2.0,0.7971014492753623,276,0.7976697205477273
transfer,classify,CE-random,CORnet_S,8,3.0,0.7383177570093458,214,0.7557149405308474
transfer,classify,CE-random,CORnet_S,8,4.0,0.6756756756756757,185,0.7137601605139676
transfer,classify,CE-random,CORnet_S,8,5.0,0.6445783132530121,166,0.6718053804970877
transfer,classify,CE-random,CORnet_S,8,6.0,0.684931506849315,146,0.6298506004802078
transfer,classify,CE-random,CORnet_S,8,7.0,0.5897435897435898,117,0.587895820463328
initialize,classify,CE-largest,CORnet_Z,1,0.0,0.5555555555555556,333,0.5264463145594714
initialize,classify,CE-largest,CORnet_Z,1,1.0,0.5146579804560261,307,0.49581322410676953
initialize,classify,CE-largest,CORnet_Z,1,2.0,0.463768115942029,276,0.46518013365406763
initialize,classify,CE-largest,CORnet_Z,1,3.0,0.4392523364485981,214,0.4345470432013658
initialize,classify,CE-largest,CORnet_Z,1,4.0,0.3783783783783784,185,0.4039139527486639
initialize,classify,CE-largest,CORnet_Z,1,5.0,0.3674698795180723,166,0.37328086229596197
initialize,classify,CE-largest,CORnet_Z,1,6.0,0.3356164383561644,146,0.3426477718432601
initialize,classify,CE-largest,CORnet_Z,1,7.0,0.29914529914529914,117,0.3120146813905582
transfer,classify,CE-largest,CORnet_Z,1,0.0,0.7207207207207207,333,0.6823617769561555
transfer,classify,CE-largest,CORnet_Z,1,1.0,0.6319218241042345,307,0.6472502609843719
transfer,classify,CE-largest,CORnet_Z,1,2.0,0.5760869565217391,276,0.6121387450125882
transfer,classify,CE-largest,CORnet_Z,1,3.0,0.5747663551401869,214,0.5770272290408046
transfer,classify,CE-largest,CORnet_Z,1,4.0,0.5405405405405406,185,0.5419157130690211
transfer,classify,CE-largest,CORnet_Z,1,5.0,0.5060240963855421,166,0.5068041970972375
transfer,classify,CE-largest,CORnet_Z,1,6.0,0.541095890410959,146,0.4716926811254538
transfer,classify,CE-largest,CORnet_Z,1,7.0,0.38461538461538464,117,0.4365811651536702
transfer,classify,CE-random,CORnet_Z,1,0.0,0.7237237237237237,333,0.6779019533256646
transfer,classify,CE-random,CORnet_Z,1,1.0,0.6123778501628665,307,0.6460892987170171
transfer,classify,CE-random,CORnet_Z,1,2.0,0.6123188405797102,276,0.6142766441083697
transfer,classify,CE-random,CORnet_Z,1,3.0,0.5981308411214953,214,0.5824639894997223
transfer,classify,CE-random,CORnet_Z,1,4.0,0.5243243243243243,185,0.5506513348910749
transfer,classify,CE-random,CORnet_Z,1,5.0,0.5120481927710844,166,0.5188386802824274
transfer,classify,CE-random,CORnet_Z,1,6.0,0.4794520547945205,146,0.48702602567377995
transfer,classify,CE-random,CORnet_Z,1,7.0,0.4700854700854701,117,0.4552133710651325
initialize,classify,CE-largest,CORnet_Z,2,0.0,0.5465465465465466,333,0.5511918943038112
initialize,classify,CE-largest,CORnet_Z,2,1.0,0.5211726384364821,307,0.5205588038511093
initialize,classify,CE-largest,CORnet_Z,2,2.0,0.5144927536231884,276,0.4899257133984074
initialize,classify,CE-largest,CORnet_Z,2,3.0,0.4439252336448598,214,0.45929262294570555
initialize,classify,CE-largest,CORnet_Z,2,4.0,0.3783783783783784,185,0.42865953249300365
initialize,classify,CE-largest,CORnet_Z,2,5.0,0.43373493975903615,166,0.39802644204030174
initialize,classify,CE-largest,CORnet_Z,2,6.0,0.4315068493150685,146,0.3673933515875999
initialize,classify,CE-largest,CORnet_Z,2,7.0,0.28205128205128205,117,0.336760261134898
transfer,classify,CE-largest,CORnet_Z,2,0.0,0.7147147147147147,333,0.697972951061089
transfer,classify,CE-largest,CORnet_Z,2,1.0,0.6384364820846905,307,0.6628614350893054
transfer,classify,CE-largest,CORnet_Z,2,2.0,0.6014492753623188,276,0.6277499191175218
transfer,classify,CE-largest,CORnet_Z,2,3.0,0.6074766355140186,214,0.5926384031457381
transfer,classify,CE-largest,CORnet_Z,2,4.0,0.5675675675675675,185,0.5575268871739545
transfer,classify,CE-largest,CORnet_Z,2,5.0,0.5060240963855421,166,0.5224153712021709
transfer,classify,CE-largest,CORnet_Z,2,6.0,0.5205479452054794,146,0.48730385523038733
transfer,classify,CE-largest,CORnet_Z,2,7.0,0.4444444444444444,117,0.4521923392586037
transfer,classify,CE-random,CORnet_Z,2,0.0,0.6996996996996997,333,0.6903842358268126
transfer,classify,CE-random,CORnet_Z,2,1.0,0.6254071661237784,307,0.6585715812181652
transfer,classify,CE-random,CORnet_Z,2,2.0,0.6195652173913043,276,0.6267589266095177
transfer,classify,CE-random,CORnet_Z,2,3.0,0.616822429906542,214,0.5949462720008702
transfer,classify,CE-random,CORnet_Z,2,4.0,0.5243243243243243,185,0.5631336173922229
transfer,classify,CE-random,CORnet_Z,2,5.0,0.5421686746987951,166,0.5313209627835754
transfer,classify,CE-random,CORnet_Z,2,6.0,0.5342465753424658,146,0.499508308174928
transfer,classify,CE-random,CORnet_Z,2,7.0,0.4700854700854701,117,0.4676956535662805
initialize,classify,CE-largest,CORnet_Z,3,0.0,0.5675675675675675,333,0.5813130512166758
initialize,classify,CE-largest,CORnet_Z,3,1.0,0.5732899022801303,307,0.5506799607639739
initialize,classify,CE-largest,CORnet_Z,3,2.0,0.5,276,0.520046870311272
initialize,classify,CE-largest,CORnet_Z,3,3.0,0.5,214,0.48941377985857004
initialize,classify,CE-largest,CORnet_Z,3,4.0,0.42162162162162165,185,0.4587806894058682
initialize,classify,CE-largest,CORnet_Z,3,5.0,0.4397590361445783,166,0.4281475989531663
initialize,classify,CE-largest,CORnet_Z,3,6.0,0.4657534246575342,146,0.3975145085004644
initialize,classify,CE-largest,CORnet_Z,3,7.0,0.3247863247863248,117,0.36688141804776253
transfer,classify,CE-largest,CORnet_Z,3,0.0,0.6906906906906907,333,0.6693121906693319
transfer,classify,CE-largest,CORnet_Z,3,1.0,0.6188925081433225,307,0.6342006746975483
transfer,classify,CE-largest,CORnet_Z,3,2.0,0.5797101449275363,276,0.5990891587257647
transfer,classify,CE-largest,CORnet_Z,3,3.0,0.5280373831775701,214,0.5639776427539811
transfer,classify,CE-largest,CORnet_Z,3,4.0,0.5351351351351351,185,0.5288661267821975
transfer,classify,CE-largest,CORnet_Z,3,5.0,0.5120481927710844,166,0.49375461081041383
transfer,classify,CE-largest,CORnet_Z,3,6.0,0.5136986301369864,146,0.4586430948386302
transfer,classify,CE-largest,CORnet_Z,3,7.0,0.39316239316239315,117,0.42353157886684656
transfer,classify,CE-random,CORnet_Z,3,0.0,0.7177177177177178,333,0.6805454623941021
transfer,classify,CE-random,CORnet_Z,3,1.0,0.6384364820846905,307,0.6487328077854546
transfer,classify,CE-random,CORnet_Z,3,2.0,0.6086956521739131,276,0.6169201531768072
transfer,classify,CE-random,CORnet_Z,3,3.0,0.5887850467289719,214,0.5851074985681597
transfer,classify,CE-random,CORnet_Z,3,4.0,0.5351351351351351,185,0.5532948439595123
transfer,classify,CE-random,CORnet_Z,3,5.0,0.4759036144578313,166,0.5214821893508649
transfer,classify,CE-random,CORnet_Z,3,6.0,0.5273972602739726,146,0.4896695347422174
transfer,classify,CE-random,CORnet_Z,3,7.0,0.46153846153846156,117,0.45785688013356995
initialize,classify,CE-largest,CORnet_Z,4,0.0,0.5675675675675675,333,0.5820408285239219
initialize,classify,CE-largest,CORnet_Z,4,1.0,0.5276872964169381,307,0.55140773807122
initialize,classify,CE-largest,CORnet_Z,4,2.0,0.5398550724637681,276,0.5207746476185181
initialize,classify,CE-largest,CORnet_Z,4,3.0,0.48598130841121495,214,0.49014155716581626
initialize,classify,CE-largest,CORnet_Z,4,4.0,0.43783783783783786,185,0.45950846671311435
initialize,classify,CE-largest,CORnet_Z,4,5.0,0.43373493975903615,166,0.42887537626041244
initialize,classify,CE-largest,CORnet_Z,4,6.0,0.4726027397260274,146,0.3982422858077106
initialize,classify,CE-largest,CORnet_Z,4,7.0,0.3333333333333333,117,0.3676091953550087
transfer,classify,CE-largest,CORnet_Z,4,0.0,0.6726726726726727,333,0.6754010070073446
transfer,classify,CE-largest,CORnet_Z,4,1.0,0.6188925081433225,307,0.640289491035561
transfer,classify,CE-largest,CORnet_Z,4,2.0,0.5579710144927537,276,0.6051779750637774
transfer,classify,CE-largest,CORnet_Z,4,3.0,0.5981308411214953,214,0.5700664590919937
transfer,classify,CE-largest,CORnet_Z,4,4.0,0.5621621621621622,185,0.5349549431202101
transfer,classify,CE-largest,CORnet_Z,4,5.0,0.5,166,0.4998434271484265
transfer,classify,CE-largest,CORnet_Z,4,6.0,0.5,146,0.4647319111766429
transfer,classify,CE-largest,CORnet_Z,4,7.0,0.41025641025641024,117,0.4296203952048593
transfer,classify,CE-random,CORnet_Z,4,0.0,0.6936936936936937,333,0.6887322924460864
transfer,classify,CE-random,CORnet_Z,4,1.0,0.6644951140065146,307,0.6569196378374389
transfer,classify,CE-random,CORnet_Z,4,2.0,0.5615942028985508,276,0.6251069832287914
transfer,classify,CE-random,CORnet_Z,4,3.0,0.616822429906542,214,0.593294328620144
transfer,classify,CE-random,CORnet_Z,4,4.0,0.5891891891891892,185,0.5614816740114966
transfer,classify,CE-random,CORnet_Z,4,5.0,0.5180722891566265,166,0.5296690194028492
transfer,classify,CE-random,CORnet_Z,4,6.0,0.5136986301369864,146,0.4978563647942017
transfer,classify,CE-random,CORnet_Z,4,7.0,0.46153846153846156,117,0.46604371018555424
initialize,classify,CE-largest,CORnet_Z,5,0.0,0.5615615615615616,333,0.5578920408041979
initialize,classify,CE-largest,CORnet_Z,5,1.0,0.5407166123778502,307,0.527258950351496
initialize,classify,CE-largest,CORnet_Z,5,2.0,0.5072463768115942,276,0.4966258598987941
initialize,classify,CE-largest,CORnet_Z,5,3.0,0.4485981308411215,214,0.4659927694460922
initialize,classify,CE-largest,CORnet_Z,5,4.0,0.3837837837837838,185,0.43535967899339034
initialize,classify,CE-largest,CORnet_Z,5,5.0,0.4397590361445783,166,0.40472658854068844
initialize,classify,CE-largest,CORnet_Z,5,6.0,0.3904109589041096,146,0.37409349808798653
initialize,classify,CE-largest,CORnet_Z,5,7.0,0.3333333333333333,117,0.3434604076352846
transfer,classify,CE-largest,CORnet_Z,5,0.0,0.7357357357357357,333,0.7029051238126813
transfer,classify,CE-largest,CORnet_Z,5,1.0,0.6677524429967426,307,0.6677936078408977
transfer,classify,CE-largest,CORnet_Z,5,2.0,0.5978260869565217,276,0.6326820918691141
transfer,classify,CE-largest,CORnet_Z,5,3.0,0.6074766355140186,214,0.5975705758973304
transfer,classify,CE-largest,CORnet_Z,5,4.0,0.572972972972973,185,0.5624590599255468
transfer,classify,CE-largest,CORnet_Z,5,5.0,0.5240963855421686,166,0.5273475439537632
transfer,classify,CE-largest,CORnet_Z,5,6.0,0.541095890410959,146,0.4922360279819796
