method,mode,loss_func,net_name,replicate,vsd_score_bin,acc,n_trials,pred
initialize,classify,CE-largest,CORnet_S,1,0.0,0.6331877729257642,229,0.594646942988281
initialize,classify,CE-largest,CORnet_S,1,1.0,0.5806451612903226,217,0.5751548575492413
initialize,classify,CE-largest,CORnet_S,1,2.0,0.5463917525773195,194,0.5556627721102017
initialize,classify,CE-largest,CORnet_S,1,3.0,0.5191256830601093,183,0.536170686671162
initialize,classify,CE-largest,CORnet_S,1,4.0,0.514792899408284,169,0.5166786012321223
initialize,classify,CE-largest,CORnet_S,1,5.0,0.4927536231884058,138,0.4971865157930826
initialize,classify,CE-largest,CORnet_S,1,6.0,0.46774193548387094,124,0.4776944303540429
initialize,classify,CE-largest,CORnet_S,1,7.0,0.48091603053435117,131,0.4582023449150032
initialize,classify,CE-largest,CORnet_S,1,8.0,0.4479166666666667,96,0.43871025947596354
initialize,classify,CE-largest,CORnet_S,1,9.0,0.4411764705882353,102,0.41921817403692385
initialize,classify,CE-largest,CORnet_S,1,10.0,0.391304347826087,92,0.39972608859788417
initialize,classify,CE-largest,CORnet_S,1,11.0,0.3333333333333333,69,0.3802340031588445
transfer,classify,CE-largest,CORnet_S,1,0.0,0.9519650655021834,229,0.9475460592629708
transfer,classify,CE-largest,CORnet_S,1,1.0,0.8709677419354839,217,0.9201537514106634
transfer,classify,CE-largest,CORnet_S,1,2.0,0.8865979381443299,194,0.892761443558356
transfer,classify,CE-largest,CORnet_S,1,3.0,0.8306010928961749,183,0.8653691357060486
transfer,classify,CE-largest,CORnet_S,1,4.0,0.8757396449704142,169,0.8379768278537412
transfer,classify,CE-largest,CORnet_S,1,5.0,0.7753623188405797,138,0.8105845200014338
transfer,classify,CE-largest,CORnet_S,1,6.0,0.8064516129032258,124,0.7831922121491264
transfer,classify,CE-largest,CORnet_S,1,7.0,0.7557251908396947,131,0.755799904296819
transfer,classify,CE-largest,CORnet_S,1,8.0,0.75,96,0.7284075964445116
transfer,classify,CE-largest,CORnet_S,1,9.0,0.7549019607843137,102,0.7010152885922042
transfer,classify,CE-largest,CORnet_S,1,10.0,0.6956521739130435,92,0.6736229807398968
transfer,classify,CE-largest,CORnet_S,1,11.0,0.6086956521739131,69,0.6462306728875894
transfer,classify,CE-random,CORnet_S,1,0.0,0.9388646288209607,229,0.9205542784152231
transfer,classify,CE-random,CORnet_S,1,1.0,0.9124423963133641,217,0.8924123058662149
transfer,classify,CE-random,CORnet_S,1,2.0,0.8814432989690721,194,0.8642703333172067
transfer,classify,CE-random,CORnet_S,1,3.0,0.8415300546448088,183,0.8361283607681984
transfer,classify,CE-random,CORnet_S,1,4.0,0.8224852071005917,169,0.8079863882191902
transfer,classify,CE-random,CORnet_S,1,5.0,0.7463768115942029,138,0.779844415670182
transfer,classify,CE-random,CORnet_S,1,6.0,0.6935483870967742,124,0.7517024431211738
transfer,classify,CE-random,CORnet_S,1,7.0,0.7404580152671756,131,0.7235604705721657
