net_name,PWVvPWHCV,PWVvCV,Bx_v_RxBo,RVvRHGV,YT_v_BTBL,RVvGV,Bx_v_RxRo,TvT,YT_v_BTYL,2_v_5
alexnet,0.14374999999999982,0.1343749999999999,0.11953124999999998,0.09999999999999998,0.041406249999999756,0.01796875000000009,0.0015625000000000222,0.25859374999999984,0.28671875,0.1718750000000001
