stimulus,acc_diff,set_size_1_acc
PWVvPWHCV,0.14374999999999982,1.0
PWVvCV,0.1343749999999999,1.0
Bx_v_RxBo,0.11953124999999998,1.0
RVvRHGV,0.09999999999999998,1.0
YT_v_BTBL,0.041406249999999756,1.0
RVvGV,0.01796875000000009,1.0
Bx_v_RxRo,0.0015625000000000222,1.0
TvT,0.25859374999999984,0.9976562499999999
YT_v_BTYL,0.28671875,0.9500000000000001
2_v_5,0.1718750000000001,0.70703125
